species,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio,Plot
Sphaerophoria_scripta LEMA,0.0035905955886070184,0.004970160686830958,0.25,1,1,1,-0.0013795650982239395,0.7224304836100643,1
D1 LEMA,0.006866298921551771,0.009407141139815976,0.05345765345765346,1,2,2,-0.002540842218264204,0.7299028280217864,1
D2 LEMA,0.009256094598000522,0.01267058642393913,0.06627816627816628,1,2,2,-0.003414491825938608,0.7305182481935131,1
D3 LEMA,0.0060697003627355195,0.008319326045108263,0.04918414918414918,1,2,2,-0.0022496256823727433,0.7295903934795877,1
D4 LEMA,0.014268977491883427,0.01953452055615526,1.1208236208236209,1,3,3,-0.005265543064271834,0.7304493320358109,1
Geometridae LEMA,0.002932971605238533,0.004055034891064854,0.07692307692307693,1,1,1,-0.001122063285826321,0.7232913363338123,1
D5 LEMA,0.010488905647407246,0.014297514480003428,0.2940947940947941,1,3,3,-0.0038086088325961828,0.7336174173543996,1
D6 LEMA,0.018858631088122663,0.02577560395732768,0.13146853146853146,1,2,2,-0.006916972869205017,0.7316465258910603,1
E1 LEMA,0.005229748019592136,0.007180274553504592,0.031002331002331,1,2,2,-0.001950526533912456,0.7283493104089688,1
E2 LEMA,0.020727499352196085,0.028453213183047728,1.6483294483294484,1,4,4,-0.007725713830851643,0.7284765772796943,1
Episyrphus_balteatus LEMA,0.009739822562880944,0.013401140483162344,0.5555555555555556,1,2,2,-0.0036613179202814004,0.726790572423175,1
E3 LEMA,0.011639394428421167,0.015986735765464572,0.8771561771561771,0.9999999999999999,4,4,-0.004347341337043405,0.728065728937938,1
Bombyliidae LEMA,0.008316981201378788,0.01145678484414348,0.8111111111111111,0.9999999999999999,3,3,-0.003139803642764692,0.7259437367919406,1
Cylindromyia_sp. LEMA,0.003913818177230491,0.005404533855677281,0.2,1,2,2,-0.0014907156784467902,0.7241731260725024,1
E4 LEMA,0.005982992794081255,0.008216853251316365,0.021367521367521368,1,1,1,-0.00223386045723511,0.7281367466460182,1
E5 LEMA,0.008011220255689004,0.011012829414453805,0.5406371406371406,1,3,3,-0.0030016091587648005,0.7274443246323843,1
E6 LEMA,0.006822945137224638,0.009355904742920026,0.03954933954933955,1,2,2,-0.0025329596056953875,0.729266204039521,1
F1 LEMA,0.007619543696040887,0.01044371983762774,0.04382284382284382,1,2,2,-0.0028241761415868536,0.7295813957578973,1
F2 LEMA,0.010876113538996347,0.014916276915706022,0.5523698523698524,1,3,3,-0.004040163376709675,0.729143981467949,1
F3 LEMA,0.009884282186957943,0.01356151219511142,0.44234654234654236,1,4,4,-0.0036772300081534762,0.7288480845462777,1
F4 LEMA,0.020897199500812896,0.028705796571002414,1.931968031968032,1,4,4,-0.007808597070189518,0.7279783875401149,1
Red_black_fly_6.19.5 LEMA,0.0038697494290201016,0.005346191155183259,0.10526315789473684,1,1,1,-0.0014764417261631572,0.7238329713048678,1
F5 LEMA,0.0078054836162930125,0.010082831838836206,0.24366744366744364,0.9999999999999999,3,3,-0.0022773482225431933,0.7741360503731209,1
Small.bee.1_8_6 LEMA,0.020370934931157478,0.011724938823077943,2.7222222222222223,1.75,4,4,0.008645996108079534,1.737402236254044,1
F6 LEMA,0.013824631366044466,0.015922079720749487,1.06006216006216,1,4,4,-0.0020974483547050206,0.8682679404015514,1
C2 PUPA,0.003052610180577633,0.11905405405405406,0.2,1,1,1,-0.11600144387347643,0.025640539541741753,1
Small.bee.1_8_6 PUPA,0.018575473774899386,0.47972972972972977,4.026785714285714,3.0000000000000004,5,5,-0.4611542559548304,0.038720705896973365,1
D6 PUPA,0.003052610180577633,0.11905405405405406,0.2,1,1,1,-0.11600144387347643,0.025640539541741753,1
F6 PUPA,0.005157830541732896,0.2821621621621622,0.6,1,1,1,-0.2770043316204293,0.01827966762874685,1
A4 BEMA,0.004366611365889806,0.49999999999999994,1,1,1,1,-0.49563338863411016,0.008733222731779613,2
Cylindromyia_sp. BEMA,0.0068141720719898545,0.49999999999999994,1.375,2,2,2,-0.4931858279280101,0.01362834414397971,2
A3 CETE,0.003996147116914889,0.03695495495495498,0.2,1,1,1,-0.032958807838040095,0.10813562408033943,2
Bombilus_major CETE,0.02546782065499938,0.15855855855855866,5,1.7142857142857144,5,5,-0.13309073790355927,0.1606209143582346,2
A5 CETE,0.00652170599853566,0.06390990990990995,0.4,1,1,1,-0.057388203911374294,0.10204530107660809,2
B1 CETE,0.00316480360602038,0.037567567567567565,0.3333333333333333,1,1,1,-0.034402763961547185,0.08424297368543458,2
Bombyliidae CETE,0.016230298509478477,0.09729729729729729,3.4375,2.7142857142857144,4,4,-0.08106699878781881,0.1668114013474177,2
B2 CETE,0.0039961471169148895,0.036954954954954974,0.2,1,1,1,-0.03295880783804009,0.10813562408033947,2
C6 CETE,0.00520133079283496,0.06666666666666665,1,1,1,1,-0.06146533587383169,0.07801996189252441,2
Andrena_sp. CETE,0.011913295561895125,0.06666666666666665,2.4375,2.7142857142857144,3,3,-0.05475337110477153,0.17869943342842692,2
D2 CETE,0.0035523637624218065,0.05135135135135134,0.5,1,1,1,-0.04779898758892953,0.0691776101103194,2
X1_29_5 CETE,0.009796590715895004,0.09729729729729729,2.4375,2,3,3,-0.08750070658140228,0.10068718235780977,2
E2 CETE,0.005027063189902898,0.06666666666666665,1,1,1,1,-0.061639603476763755,0.07540594784854349,2
Small.bee.1_8_6 CETE,0.011356810779422999,0.06666666666666665,2.4375,2.7142857142857144,3,3,-0.05530985588724365,0.170352161691345,2
E4 CETE,0.0035523637624218065,0.05135135135135134,0.5,1,1,1,-0.04779898758892953,0.0691776101103194,2
E5 CETE,0.004859018976746642,0.06513513513513512,0.6666666666666666,1,1,1,-0.06027611615838848,0.07459904653096505,2
F3 CETE,0.0039961471169148895,0.036954954954954974,0.2,1,1,1,-0.03295880783804009,0.10813562408033947,2
A2 CHFU,0.005062859465457864,0.07846846846846846,0.23529411764705882,1,1,1,-0.07340560900301059,0.06452094152305661,2
Ulidiidae CHFU,0.031024160624141452,0.34234234234234234,10.5,1.7272727272727273,11,11,-0.3113181817182009,0.09062320603367635,2
A3 CHFU,0.0023686560428350543,0.02711711711711712,0.058823529411764705,1,1,1,-0.024748461074282066,0.0873491098852794,2
A5 CHFU,0.002368656042835055,0.027117117117117118,0.058823529411764705,1,1,1,-0.024748461074282063,0.08734910988527944,2
B2 CHFU,0.00326672385037599,0.04423423423423423,0.11764705882352941,1,1,1,-0.04096751038385824,0.07385057991685029,2
B3 CHFU,0.002368656042835055,0.027117117117117118,0.058823529411764705,1,1,1,-0.024748461074282063,0.08734910988527944,2
C1 CHFU,0.004164791657916928,0.06135135135135135,0.17647058823529413,1,1,1,-0.05718655969343442,0.06788426931406447,2
C2 CHFU,0.003266723850375992,0.04423423423423423,0.11764705882352941,1,1,1,-0.04096751038385824,0.07385057991685033,2
D1 CHFU,0.009803921568627449,0.06666666666666667,1,1,1,1,-0.056862745098039215,0.14705882352941174,2
Eucera_sp. CHFU,0.009803921568627449,0.06666666666666667,1,1,1,1,-0.056862745098039215,0.14705882352941174,2
D4 CHFU,0.0023686560428350543,0.027117117117117118,0.058823529411764705,1,1,1,-0.024748461074282063,0.08734910988527941,2
E2 CHFU,0.009803921568627449,0.06666666666666667,1,1,1,1,-0.056862745098039215,0.14705882352941174,2
Andrena_jar4 CHFU,0.009803921568627449,0.06666666666666667,1,1,1,1,-0.056862745098039215,0.14705882352941174,2
E3 CHFU,0.0023686560428350543,0.02711711711711712,0.058823529411764705,1,1,1,-0.024748461074282066,0.0873491098852794,2
F2 CHFU,0.0023686560428350543,0.027117117117117118,0.058823529411764705,1,1,1,-0.024748461074282063,0.08734910988527941,2
A1 LEMA,0.004998712701560466,0.008399834050098047,0.026143790849673203,1,1,1,-0.0034011213485375816,0.5950966021170523,2
Brassicogethes_sp. LEMA,0.15876560098198564,0.25745681796869774,21.81652097902098,0.9999999999999998,35,35,-0.0986912169867121,0.616668854352456,2
A2 LEMA,0.009812637944283489,0.016648833334791443,1.1301247771836007,1,3,3,-0.006836195390507954,0.5893889227527912,2
Bombyliidae LEMA,0.02069169240705866,0.02080921116477205,3.2635836385836385,1.75,7,7,-1.1751875771339251e-4,0.9943525606625425,2
Red_black_fly_6.19.5 LEMA,0.0025131810168742387,0.00444750997039302,0.125,1,1,1,-0.0019343289535187812,0.5650759714097173,2
A3 LEMA,0.008048682344299627,0.012749868625755294,0.5517848164906989,0.9999999999999999,3,3,-0.004701186281455667,0.6312757080524685,2
Cylindromyia_sp. LEMA,0.007039845463758205,0.006883081299893818,1.5,1.375,3,3,1.5676416386438668e-4,1.0227752887165236,2
Psilothrix_viridicoerulea LEMA,0.040101975212915864,0.06536973635869718,5.1001998001998,1.0000000000000002,23,23,-0.025267761145781317,0.613463927602034,2
A4 LEMA,0.0041166815849938785,0.006969518394716391,0.0196078431372549,1,1,1,-0.0028528368097225122,0.590669448281354,2
A5 LEMA,0.005410602702679827,0.008464512291789612,0.5130718954248366,1,2,2,-0.003053909589109785,0.6392102127287347,2
A6 LEMA,0.0074227942099055816,0.012904138402766841,0.7857991681521093,0.9999999999999999,3,3,-0.00548134419286126,0.5752258677196165,2
Elateridae LEMA,0.0034050971899718878,0.005978781567397733,0.24358974358974358,1,2,2,-0.002573684377425845,0.5695302883349789,2
B1 LEMA,0.007676434079940388,0.012868449859957377,0.13012477718360071,1,2,2,-0.005192015780016989,0.5965313742898489,2
B2 LEMA,0.013087119185980583,0.02215542853492549,0.5259381141734083,1,3,3,-0.009068309348944908,0.5906958272258305,2
B3 LEMA,0.013503886754001833,0.022514835583897646,0.7212166918049271,1,4,4,-0.009010948829895813,0.5997772759068984,2
Musca_sp. LEMA,0.017818484634637102,0.030033066997242015,1.874009324009324,1,8,8,-0.012214582362604913,0.5932955377575457,2
B4 LEMA,0.01595795579594395,0.02633898465718055,0.5077928607340372,1,3,3,-0.0103810288612366,0.6058682976450075,2
Mordellidae LEMA,0.004549255215779549,0.00786367385859328,0.5208333333333333,1,3,3,-0.0033144186428137306,0.5785152458743194,2
B5 LEMA,0.015459615915131784,0.025009642456655348,0.5224987430869784,1,4,4,-0.009550026541523563,0.6181462186804596,2
Oedemeridae LEMA,0.007787579528916475,0.010288654082338776,0.33939393939393936,1,2,2,-0.002501074553422301,0.7569094525477752,2
B6 LEMA,0.012771421202892659,0.020141776380804444,0.7838109602815485,1,4,4,-0.007370355177911785,0.6340762086438465,2
Musca_jar_H LEMA,0.009045416019789048,0.01303279112163577,0.5454545454545454,1,2,2,-0.003987375101846722,0.69405056333426,2
C2 LEMA,0.009929264376263285,0.012473441416954386,1.0452488687782806,1,3,3,-0.0025441770406911014,0.7960324696572546,2
Small.bee.1_8_6 LEMA,0.010167634611611607,0.004799056469453675,2.2,1.75,3,3,0.005368578142157932,2.1186736760297156,2
C3 LEMA,0.008537489097162699,0.014323928490707447,0.2473604826546003,1,3,3,-0.005786439393544748,0.5960298602929592,2
C4 LEMA,0.009798388664982281,0.01668264011739282,1.2217194570135748,1,4,4,-0.006884251452410539,0.5873404087142523,2
Dilophus_sp. LEMA,0.002511667030948485,0.004451101941044415,0.125,1,1,1,-0.00193943491009593,0.5642798264825053,2
C5 LEMA,0.009373447099895295,0.01495342550086411,0.4583207642031172,1,3,3,-0.005579978400968815,0.6268427992872693,2
Andrena_sp. LEMA,0.01347853023012597,0.010878090506417758,2.7357142857142858,1.75,5,5,0.002600439723708211,1.2390529589888986,2
C6 LEMA,0.006292028222041355,0.01023792817183051,0.2643539467068879,1,3,3,-0.003945899949789155,0.6145802272137214,2
D1 LEMA,0.005872730110047094,0.009824559073300418,0.05178481649069884,1,2,2,-0.003951828963253324,0.597760170836271,2
D2 LEMA,0.0084972252909823,0.013448823699300963,0.3916540975364505,1,3,3,-0.004951598408318663,0.6318192193584904,2
X1_29_5 LEMA,0.008840442679517273,0.0077433493080666695,1.4857142857142855,1.4374999999999998,4,4,0.0010970933714506033,1.141682019989425,2
D3 LEMA,0.004998712701560464,0.008399834050098047,0.026143790849673203,1,1,1,-0.0034011213485375833,0.5950966021170521,2
D4 LEMA,0.004998712701560464,0.008399834050098046,0.026143790849673203,1,1,1,-0.0034011213485375816,0.5950966021170522,2
D5 LEMA,0.006733163057849123,0.010588192388537653,0.37858220211161386,1,3,3,-0.0038550293306885298,0.6359124211927025,2
D6 LEMA,0.008475388567168793,0.013511928581123902,0.48999497234791356,0.9999999999999999,3,3,-0.005036540013955109,0.6272523212570017,2
E1 LEMA,0.0089337616957311,0.014918821942844435,0.3790849673202614,1,2,2,-0.005985060247113335,0.5988248757145352,2
E2 LEMA,0.011725252163650305,0.01960487597920069,0.7081447963800904,1,4,4,-0.007879623815550385,0.5980783645910295,2
Sphaerophoria_scripta LEMA,0.003370809290634591,0.005862714993436218,0.23376623376623376,1,2,2,-0.0024919057028016268,0.57495704539765,2
E3 LEMA,0.008187355175133377,0.013746528600892474,0.5583207642031172,1,3,3,-0.005559173425759097,0.5955943797041112,2
E4 LEMA,0.008510809751666891,0.014109915407266098,0.09049773755656108,1,2,2,-0.005599105655599207,0.6031793604718658,2
E5 LEMA,0.008481197874822384,0.01343764243494241,0.42986425339366513,1,3,3,-0.004956444560120026,0.6311522215212696,2
E6 LEMA,0.004523606112898163,0.007767243665936166,0.3464052287581699,1,2,2,-0.0032436375530380023,0.5823952881427913,2
F1 LEMA,0.02347074914094659,0.02671433936998392,3.1094771241830066,1,5,5,-0.0032435902290373284,0.8785824278072245,2
Cryptocephalus_sp. LEMA,0.0032842370325490812,0.004742861288979277,0.09090909090909091,1,1,1,-0.001458624256430196,0.6924590099610293,2
Ulidiidae LEMA,0.014387620834873383,0.004742861288979277,0.8181818181818182,1.5,2,2,0.009644759545894105,3.0335318615168223,2
F2 LEMA,0.012579687530796408,0.02193590142022361,2.1105169340463457,1,4,4,-0.009356213889427202,0.573474838795486,2
Bee_4.19.5 LEMA,0.006222914635817205,0.010965467520655902,0.4444444444444444,1,1,1,-0.004742552884838697,0.5675010777328882,2
Black_small_fly LEMA,0.0026586698354248896,0.004750295451592548,0.1111111111111111,1,1,1,-0.0020916256161676583,0.55968515274846,2
F3 LEMA,0.005872730110047094,0.009824559073300423,0.05178481649069884,1,2,2,-0.003951828963253329,0.5977601708362708,2
F4 LEMA,0.0153947703859119,0.026065755907443516,2.266968325791855,1,5,5,-0.010670985521531616,0.5906128500772028,2
Cerambycidae LEMA,0.002477169375911434,0.004382870853288889,0.07692307692307693,1,1,1,-0.001905701477377455,0.5651933307714454,2
Eristalis_sp. LEMA,0.0024771693759114343,0.00438287085328889,0.07692307692307693,1,1,1,-0.0019057014773774554,0.5651933307714453,2
F5 LEMA,0.00410866787691392,0.00696392776253711,0.038712921065862244,1,2,2,-0.00285525988562319,0.5899928915140044,2
F6 LEMA,0.004117560992079188,0.007035265457017561,0.09100050276520864,1,3,3,-0.0029177044649383727,0.5852744316807533,2
A2 PUPA,0.002161107530842908,0.030209417772427003,0.2,1,1,1,-0.028048310241584096,0.07153754326292949,2
Small.bee.1_8_6 PUPA,0.01218563462733159,0.1146772474008311,3.3125,3,5,5,-0.10249161277349951,0.10626026438129589,2
A5 PUPA,0.002851626826391698,0.04970454983056829,0.4,1,1,1,-0.04685292300417659,0.0573715451827299,2
A6 PUPA,0.005602391821702608,0.05426639882150039,0.5,1,1,1,-0.04866400699979778,0.10323868809004028,2
Bombilus_major PUPA,0.019443781583098778,0.10247556025226981,2.857142857142857,2,4,4,-0.08303177866917102,0.18974067119255494,2
B1 PUPA,0.0050130646776265445,0.0714285714285714,1,1,1,1,-0.06641550675094485,0.07018290548677165,2
Bombyliidae PUPA,0.012502858031761505,0.0714285714285714,2.0267857142857144,3,3,3,-0.058925713396809895,0.17504001244466116,2
C2 PUPA,0.009803921568627449,0.0714285714285714,1,1,1,1,-0.061624649859943946,0.13725490196078435,2
Big_bee_2_8_7 PUPA,0.009803921568627449,0.0714285714285714,1,1,1,1,-0.061624649859943946,0.13725490196078435,2
C5 PUPA,0.0030492824746888797,0.04787975743727103,0.5,1,1,1,-0.04483047496258215,0.0636862556934181,2
Andrena_sp. PUPA,0.011143724042786554,0.08744816875996544,2.3125,3,4,4,-0.07630444471717888,0.1274323316406398,2
C6 PUPA,0.009761216924020693,0.14838389680470326,2.15,0.9999999999999999,4,4,-0.13862267988068258,0.06578353267584017,2
Conophorus_sp. PUPA,0.0038411694882705713,0.04675037493828509,0.2857142857142857,1,1,1,-0.042909205450014525,0.08216339426884335,2
E6 PUPA,0.003536490028498363,0.032490342267893046,0.25,1,1,1,-0.028953852239394683,0.10884742300770166,2
A3 CETE,0.008934228170239202,0.24999999999999997,1,1,1,1,-0.24106577182976077,0.035736912680956814,3
Small.bee.1_8_6 CETE,0.023833472061169182,0.24999999999999997,2.4375,2.7142857142857144,3,3,-0.2261665279388308,0.09533388824467674,3
B5 CETE,0.004636063201684007,0.24999999999999997,1,1,1,1,-0.24536393679831597,0.018544252806736033,3
Andrena_sp. CETE,0.01010823938847192,0.24999999999999997,2.4375,2.7142857142857144,3,3,-0.23989176061152806,0.040432957553887684,3
A1 CHFU,0.005129215530106573,0.023562339163460826,0.1,1,1,1,-0.018433123633354254,0.21768702566087653,3
Ulidiidae CHFU,0.04304267405661712,0.19699008641504714,7.666666666666667,1,9,9,-0.15394741235843,0.21850172686319147,3
A4 CHFU,0.005129215530106571,0.023562339163460826,0.1,1,1,1,-0.018433123633354254,0.21768702566087644,3
B3 CHFU,0.009803921568627444,0.04545454545454545,1,1,1,1,-0.035650623885918005,0.2156862745098038,3
Black_small_fly CHFU,0.009803921568627444,0.04545454545454545,1,1,1,1,-0.035650623885918005,0.2156862745098038,3
B6 CHFU,0.02423073380816181,0.04545454545454545,1,1,1,1,-0.02122381164638364,0.5330761437795599,3
Brassicogethes_sp. CHFU,0.04625056319620172,0.04545454545454545,1.5,1.7272727272727273,2,2,7.960177416562741e-4,1.017512390316438,3
C1 CHFU,0.005129215530106573,0.023562339163460833,0.1,1,1,1,-0.01843312363335426,0.21768702566087644,3
C3 CHFU,0.00998703018411988,0.04596132087501428,1.1,1,2,2,-0.0359742906908944,0.21729206197703246,3
Curculionidae_6_10_3 CHFU,0.005715076063545065,0.026351743190062886,0.5,1,1,1,-0.02063666712651782,0.21687658468454538,3
C6 CHFU,0.02080382542612949,0.04545454545454545,1,1,1,1,-0.024650720028415958,0.45768415937484885,3
Psilothrix_viridicoerulea CHFU,0.03928679215249969,0.04545454545454545,1.5,1.7272727272727273,2,2,-0.0061677533020457614,0.8643094273549933,3
D1 CHFU,0.009803921568627444,0.04545454545454545,1,1,1,1,-0.035650623885918005,0.2156862745098038,3
Musca_jar_H CHFU,0.009803921568627444,0.04545454545454545,1,1,1,1,-0.035650623885918005,0.2156862745098038,3
D2 CHFU,0.005129215530106573,0.023562339163460826,0.1,1,1,1,-0.018433123633354254,0.21768702566087653,3
D4 CHFU,0.0051292155301065736,0.023562339163460826,0.1,1,1,1,-0.018433123633354254,0.21768702566087655,3
E4 CHFU,0.012674461870193379,0.057831301436916255,0.7,1,2,2,-0.045156839566722874,0.21916266027696057,3
Dilophus_sp. CHFU,0.009144985988880827,0.04123483512512097,0.8333333333333333,1,2,2,-0.03208984913624014,0.22177816307817722,3
F2 CHFU,0.009607765232231972,0.04242615976426561,1,1,2,2,-0.03281839453203363,0.2264585172359703,3
Musca_sp. CHFU,0.010910523084483861,0.042548642395076185,1.1428571428571428,1.0909090909090908,3,3,-0.03163811931059232,0.25642470523916056,3
F4 CHFU,0.009379773481770078,0.0416455121813682,0.6,1,2,2,-0.032265738699598125,0.2252289140044842,3
F6 CHFU,0.005129215530106573,0.023562339163460826,0.1,1,1,1,-0.018433123633354254,0.21768702566087653,3
A4 CHMI,0.004667793658684817,0.08050193050193048,0.3333333333333333,1,1,1,-0.07583413684324566,0.05798362386567711,3
Musca_sp. CHMI,0.012896290783424674,0.2084942084942084,2.090909090909091,1.1428571428571428,3,3,-0.19559791771078375,0.06185443172049985,3
C1 CHMI,0.011197276338188003,0.16316031235645384,1.2,1,2,2,-0.15196303601826583,0.06862745098039212,3
Bee_sirphid_jarJ CHMI,0.010205850829077608,0.1487138263665595,1.1666666666666667,1,2,2,-0.1385079755374819,0.06862745098039212,3
Calliphoridae CHMI,0.009401992308177285,0.13700045934772623,0.8333333333333334,1,1,1,-0.12759846703954894,0.06862745098039212,3
C2 CHMI,0.007864999082075518,0.13957528957528953,0.6666666666666666,1,1,1,-0.131710290493214,0.056349509329393074,3
F6 CHMI,0.008410566799066892,0.1225539733578319,0.8,1,1,1,-0.11414340655876501,0.06862745098039214,3
A1 LEMA,0.005447806542099947,0.015358287790056395,0.08579272477693892,1,2,2,-0.00991048124795645,0.35471444581388084,3
Brassicogethes_sp. LEMA,0.08535476902577667,0.17589235906572162,13.395526695526694,1.4999999999999991,27,27,-0.09053759003994495,0.48526706605762293,3
Psilothrix_viridicoerulea LEMA,0.07105747872351352,0.1466042405741312,13.618145743145742,1.4999999999999993,27,27,-0.07554676185061769,0.4846891088909732,3
A2 LEMA,0.004744279450718021,0.013186786070394606,0.07481125600549074,1,2,2,-0.008442506619676585,0.35977526482888117,3
A3 LEMA,0.004040752359336095,0.011015284350732825,0.06382978723404255,1,1,1,-0.00697453199139673,0.3668314163008667,3
A4 LEMA,0.008005166572822558,0.019010354566188555,0.7311827956989247,1,2,2,-0.011005187993365997,0.4210950692661141,3
Andrena_sp. LEMA,0.010543486693157156,0.011123682464313766,2.5,1.7499999999999998,4,4,-5.801957711566094e-4,0.9478413939792013,3
A5 LEMA,0.008460961442718063,0.02217544278030579,1.064516129032258,1,2,2,-0.013714481337587726,0.3815464487695515,3
