"","Bees","Flower_beetles","Hoverflies","Small_beetles","Small_flies"
"B4 LEMA 1",0.0869565217391304,0,0,0,0
"B4 LEMA 10",0.0869565217391304,0,0,0,0
"B4 LEMA 11",0.0869565217391304,0,0,0,0
"B4 LEMA 12",0.0869565217391304,0,0,0,0
"B4 LEMA 13",0.0869565217391304,0,0,0,0
"B4 LEMA 14",0.0869565217391304,0,0,0,0
"B4 LEMA 15",0.0869565217391304,0,0,0,0
"B4 LEMA 16",0.0869565217391304,0,0,0,0
"B4 LEMA 17",0.0869565217391304,0,0,0,0
"B4 LEMA 18",0.0869565217391304,0,0,0,0
"B4 LEMA 19",0.0869565217391304,0,0,0,0
"B4 LEMA 2",0.0869565217391304,0,0,0,0
"B4 LEMA 20",0.0869565217391304,0,0,0,0
"B4 LEMA 21",0.0869565217391304,0,0,0,0
"B4 LEMA 22",0.0869565217391304,0,0,0,0
"B4 LEMA 23",0.0869565217391304,0,0,0,0
"B4 LEMA 3",0.0869565217391304,0,0,0,0
"B4 LEMA 4",0.0869565217391304,0,0,0,0
"B4 LEMA 5",0.0869565217391304,0,0,0,0
"B4 LEMA 6",0.0869565217391304,0,0,0,0
"B4 LEMA 7",0.0869565217391304,0,0,0,0
"B4 LEMA 8",0.0869565217391304,0,0,0,0
"B4 LEMA 9",0.0869565217391304,0,0,0,0
"B6 LEMA 1",0,2,0,0,0
"C1 LEMA 1",0,0,0,0,0.0833333333333333
"C1 LEMA 10",0,0,0,0,0.0833333333333333
"C1 LEMA 11",0,0,0,0,0.0833333333333333
"C1 LEMA 12",0,0,0,0,0.0833333333333333
"C1 LEMA 2",0,0,0,0,0.0833333333333333
"C1 LEMA 3",0,0,0,0,0.0833333333333333
"C1 LEMA 4",0,0,0,0,0.0833333333333333
"C1 LEMA 5",0,0,0,0,0.0833333333333333
"C1 LEMA 6",0,0,0,0,0.0833333333333333
"C1 LEMA 7",0,0,0,0,0.0833333333333333
"C1 LEMA 8",0,0,0,0,0.0833333333333333
"C1 LEMA 9",0,0,0,0,0.0833333333333333
"C2 LEMA 1",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 10",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 11",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 12",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 13",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 14",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 15",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 16",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 17",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 18",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 19",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 2",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 20",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 21",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 22",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 23",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 24",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 25",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 26",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 27",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 28",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 29",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 3",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 30",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 31",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 32",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 33",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 34",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 35",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 4",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 5",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 6",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 7",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 8",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C2 LEMA 9",0.0285714285714286,0.0571428571428571,0.0285714285714286,0,0.0285714285714286
"C3 LEMA 1",0,0.0454545454545455,0,0,0
"C3 LEMA 10",0,0.0454545454545455,0,0,0
"C3 LEMA 11",0,0.0454545454545455,0,0,0
"C3 LEMA 12",0,0.0454545454545455,0,0,0
"C3 LEMA 13",0,0.0454545454545455,0,0,0
"C3 LEMA 14",0,0.0454545454545455,0,0,0
"C3 LEMA 15",0,0.0454545454545455,0,0,0
"C3 LEMA 16",0,0.0454545454545455,0,0,0
"C3 LEMA 17",0,0.0454545454545455,0,0,0
"C3 LEMA 18",0,0.0454545454545455,0,0,0
"C3 LEMA 19",0,0.0454545454545455,0,0,0
"C3 LEMA 2",0,0.0454545454545455,0,0,0
"C3 LEMA 20",0,0.0454545454545455,0,0,0
"C3 LEMA 21",0,0.0454545454545455,0,0,0
"C3 LEMA 22",0,0.0454545454545455,0,0,0
"C3 LEMA 3",0,0.0454545454545455,0,0,0
"C3 LEMA 4",0,0.0454545454545455,0,0,0
"C3 LEMA 5",0,0.0454545454545455,0,0,0
"C3 LEMA 6",0,0.0454545454545455,0,0,0
"C3 LEMA 7",0,0.0454545454545455,0,0,0
"C3 LEMA 8",0,0.0454545454545455,0,0,0
"C3 LEMA 9",0,0.0454545454545455,0,0,0
"C4 LEMA 1",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 10",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 11",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 12",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 13",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 14",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 15",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 16",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 17",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 18",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 2",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 3",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 4",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 5",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 6",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 7",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 8",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C4 LEMA 9",0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"C5 LEMA 1",0,0,0.25,0,0
"C5 LEMA 2",0,0,0.25,0,0
"C5 LEMA 3",0,0,0.25,0,0
"C5 LEMA 4",0,0,0.25,0,0
"C6 LEMA 1",0,0,0,0,0.166666666666667
"C6 LEMA 2",0,0,0,0,0.166666666666667
"C6 LEMA 3",0,0,0,0,0.166666666666667
"C6 LEMA 4",0,0,0,0,0.166666666666667
"C6 LEMA 5",0,0,0,0,0.166666666666667
"C6 LEMA 6",0,0,0,0,0.166666666666667
"D2 LEMA 1",0,0.333333333333333,0,0,0
"D2 LEMA 2",0,0.333333333333333,0,0,0
"D2 LEMA 3",0,0.333333333333333,0,0,0
"D5 LEMA 1",0,0,0.1,0,0.1
"D5 LEMA 10",0,0,0.1,0,0.1
"D5 LEMA 2",0,0,0.1,0,0.1
"D5 LEMA 3",0,0,0.1,0,0.1
"D5 LEMA 4",0,0,0.1,0,0.1
"D5 LEMA 5",0,0,0.1,0,0.1
"D5 LEMA 6",0,0,0.1,0,0.1
"D5 LEMA 7",0,0,0.1,0,0.1
"D5 LEMA 8",0,0,0.1,0,0.1
"D5 LEMA 9",0,0,0.1,0,0.1
"E1 LEMA 1",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 10",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 11",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 12",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 13",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 14",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 15",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 16",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 17",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 18",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 19",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 2",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 20",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 21",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 22",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 23",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 24",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 25",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 26",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 27",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 28",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 29",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 3",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 30",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 4",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 5",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 6",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 7",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 8",0,0.1,0,0.0333333333333333,0.1
"E1 LEMA 9",0,0.1,0,0.0333333333333333,0.1
"E2 LEMA 1",0,0.1,0.1,0,0
"E2 LEMA 10",0,0.1,0.1,0,0
"E2 LEMA 2",0,0.1,0.1,0,0
"E2 LEMA 3",0,0.1,0.1,0,0
"E2 LEMA 4",0,0.1,0.1,0,0
"E2 LEMA 5",0,0.1,0.1,0,0
"E2 LEMA 6",0,0.1,0.1,0,0
"E2 LEMA 7",0,0.1,0.1,0,0
"E2 LEMA 8",0,0.1,0.1,0,0
"E2 LEMA 9",0,0.1,0.1,0,0
"E4 LEMA 1",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 10",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 11",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 12",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 13",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 14",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 15",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 16",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 17",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 18",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 2",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 3",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 4",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 5",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 6",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 7",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 8",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E4 LEMA 9",0,0.0555555555555556,0.111111111111111,0.0555555555555556,0
"E5 LEMA 1",0,0,0,0,0.0666666666666667
"E5 LEMA 10",0,0,0,0,0.0666666666666667
"E5 LEMA 11",0,0,0,0,0.0666666666666667
"E5 LEMA 12",0,0,0,0,0.0666666666666667
"E5 LEMA 13",0,0,0,0,0.0666666666666667
"E5 LEMA 14",0,0,0,0,0.0666666666666667
"E5 LEMA 15",0,0,0,0,0.0666666666666667
"E5 LEMA 2",0,0,0,0,0.0666666666666667
"E5 LEMA 3",0,0,0,0,0.0666666666666667
"E5 LEMA 4",0,0,0,0,0.0666666666666667
"E5 LEMA 5",0,0,0,0,0.0666666666666667
"E5 LEMA 6",0,0,0,0,0.0666666666666667
"E5 LEMA 7",0,0,0,0,0.0666666666666667
"E5 LEMA 8",0,0,0,0,0.0666666666666667
"E5 LEMA 9",0,0,0,0,0.0666666666666667
"F1 LEMA 1",0.0625,0.0625,0.0625,0,0
"F1 LEMA 10",0.0625,0.0625,0.0625,0,0
"F1 LEMA 11",0.0625,0.0625,0.0625,0,0
"F1 LEMA 12",0.0625,0.0625,0.0625,0,0
"F1 LEMA 13",0.0625,0.0625,0.0625,0,0
"F1 LEMA 14",0.0625,0.0625,0.0625,0,0
"F1 LEMA 15",0.0625,0.0625,0.0625,0,0
"F1 LEMA 16",0.0625,0.0625,0.0625,0,0
"F1 LEMA 2",0.0625,0.0625,0.0625,0,0
"F1 LEMA 3",0.0625,0.0625,0.0625,0,0
"F1 LEMA 4",0.0625,0.0625,0.0625,0,0
"F1 LEMA 5",0.0625,0.0625,0.0625,0,0
"F1 LEMA 6",0.0625,0.0625,0.0625,0,0
"F1 LEMA 7",0.0625,0.0625,0.0625,0,0
"F1 LEMA 8",0.0625,0.0625,0.0625,0,0
"F1 LEMA 9",0.0625,0.0625,0.0625,0,0
"F3 LEMA 1",0,0.5,0,0,0
"F3 LEMA 2",0,0.5,0,0,0
"F4 LEMA 1",0,0.222222222222222,0,0,0
"F4 LEMA 2",0,0.222222222222222,0,0,0
"F4 LEMA 3",0,0.222222222222222,0,0,0
"F4 LEMA 4",0,0.222222222222222,0,0,0
"F4 LEMA 5",0,0.222222222222222,0,0,0
"F4 LEMA 6",0,0.222222222222222,0,0,0
"F4 LEMA 7",0,0.222222222222222,0,0,0
"F4 LEMA 8",0,0.222222222222222,0,0,0
"F4 LEMA 9",0,0.222222222222222,0,0,0
"F6 LEMA 1",0,0.6,0,0,0
"F6 LEMA 2",0,0.6,0,0,0
"F6 LEMA 3",0,0.6,0,0,0
"F6 LEMA 4",0,0.6,0,0,0
"F6 LEMA 5",0,0.6,0,0,0
