"","Bees","Flower_beetles","House_flies","Hoverflies","Small_beetles","Small_flies"
"B1 LEMA 7",0,0.3,0,0,0,0
"B1 LEMA 8",0,0.3,0,0,0,0
"B1 LEMA 9",0,0.3,0,0,0,0
"B2 LEMA 1",0,0,0,0,0.04,0
"B2 LEMA 10",0,0,0,0,0.04,0
"B2 LEMA 11",0,0,0,0,0.04,0
"B2 LEMA 12",0,0,0,0,0.04,0
"B2 LEMA 13",0,0,0,0,0.04,0
"B2 LEMA 14",0,0,0,0,0.04,0
"B2 LEMA 15",0,0,0,0,0.04,0
"B2 LEMA 16",0,0,0,0,0.04,0
"B2 LEMA 17",0,0,0,0,0.04,0
"B2 LEMA 18",0,0,0,0,0.04,0
"B2 LEMA 19",0,0,0,0,0.04,0
"B2 LEMA 2",0,0,0,0,0.04,0
"B2 LEMA 20",0,0,0,0,0.04,0
"B2 LEMA 21",0,0,0,0,0.04,0
"B2 LEMA 22",0,0,0,0,0.04,0
"B2 LEMA 23",0,0,0,0,0.04,0
"B2 LEMA 24",0,0,0,0,0.04,0
"B2 LEMA 25",0,0,0,0,0.04,0
"B2 LEMA 3",0,0,0,0,0.04,0
"B2 LEMA 4",0,0,0,0,0.04,0
"B2 LEMA 5",0,0,0,0,0.04,0
"B2 LEMA 6",0,0,0,0,0.04,0
"B2 LEMA 7",0,0,0,0,0.04,0
"B2 LEMA 8",0,0,0,0,0.04,0
"B2 LEMA 9",0,0,0,0,0.04,0
"B3 LEMA 1",0,0.0333333333333333,0,0,0,0
"B3 LEMA 10",0,0.0333333333333333,0,0,0,0
"B3 LEMA 11",0,0.0333333333333333,0,0,0,0
"B3 LEMA 12",0,0.0333333333333333,0,0,0,0
"B3 LEMA 13",0,0.0333333333333333,0,0,0,0
"B3 LEMA 14",0,0.0333333333333333,0,0,0,0
"B3 LEMA 15",0,0.0333333333333333,0,0,0,0
"B3 LEMA 16",0,0.0333333333333333,0,0,0,0
"B3 LEMA 17",0,0.0333333333333333,0,0,0,0
"B3 LEMA 18",0,0.0333333333333333,0,0,0,0
"B3 LEMA 19",0,0.0333333333333333,0,0,0,0
"B3 LEMA 2",0,0.0333333333333333,0,0,0,0
"B3 LEMA 20",0,0.0333333333333333,0,0,0,0
"B3 LEMA 21",0,0.0333333333333333,0,0,0,0
"B3 LEMA 22",0,0.0333333333333333,0,0,0,0
"B3 LEMA 23",0,0.0333333333333333,0,0,0,0
"B3 LEMA 24",0,0.0333333333333333,0,0,0,0
"B3 LEMA 25",0,0.0333333333333333,0,0,0,0
"B3 LEMA 26",0,0.0333333333333333,0,0,0,0
"B3 LEMA 27",0,0.0333333333333333,0,0,0,0
"B3 LEMA 28",0,0.0333333333333333,0,0,0,0
"B3 LEMA 29",0,0.0333333333333333,0,0,0,0
"B3 LEMA 3",0,0.0333333333333333,0,0,0,0
"B3 LEMA 30",0,0.0333333333333333,0,0,0,0
"B3 LEMA 4",0,0.0333333333333333,0,0,0,0
"B3 LEMA 5",0,0.0333333333333333,0,0,0,0
"B3 LEMA 6",0,0.0333333333333333,0,0,0,0
"B3 LEMA 7",0,0.0333333333333333,0,0,0,0
"B3 LEMA 8",0,0.0333333333333333,0,0,0,0
"B3 LEMA 9",0,0.0333333333333333,0,0,0,0
"B4 LEMA 1",0,0.0666666666666667,0,0,0,0
"B4 LEMA 10",0,0.0666666666666667,0,0,0,0
"B4 LEMA 11",0,0.0666666666666667,0,0,0,0
"B4 LEMA 12",0,0.0666666666666667,0,0,0,0
"B4 LEMA 13",0,0.0666666666666667,0,0,0,0
"B4 LEMA 14",0,0.0666666666666667,0,0,0,0
"B4 LEMA 15",0,0.0666666666666667,0,0,0,0
"B4 LEMA 16",0,0.0666666666666667,0,0,0,0
"B4 LEMA 17",0,0.0666666666666667,0,0,0,0
"B4 LEMA 18",0,0.0666666666666667,0,0,0,0
"B4 LEMA 19",0,0.0666666666666667,0,0,0,0
"B4 LEMA 2",0,0.0666666666666667,0,0,0,0
"B4 LEMA 20",0,0.0666666666666667,0,0,0,0
"B4 LEMA 21",0,0.0666666666666667,0,0,0,0
"B4 LEMA 22",0,0.0666666666666667,0,0,0,0
"B4 LEMA 23",0,0.0666666666666667,0,0,0,0
"B4 LEMA 24",0,0.0666666666666667,0,0,0,0
"B4 LEMA 25",0,0.0666666666666667,0,0,0,0
"B4 LEMA 26",0,0.0666666666666667,0,0,0,0
"B4 LEMA 27",0,0.0666666666666667,0,0,0,0
"B4 LEMA 28",0,0.0666666666666667,0,0,0,0
"B4 LEMA 29",0,0.0666666666666667,0,0,0,0
"B4 LEMA 3",0,0.0666666666666667,0,0,0,0
"B4 LEMA 30",0,0.0666666666666667,0,0,0,0
"B4 LEMA 4",0,0.0666666666666667,0,0,0,0
"B4 LEMA 5",0,0.0666666666666667,0,0,0,0
"B4 LEMA 6",0,0.0666666666666667,0,0,0,0
"B4 LEMA 7",0,0.0666666666666667,0,0,0,0
"B4 LEMA 8",0,0.0666666666666667,0,0,0,0
"B4 LEMA 9",0,0.0666666666666667,0,0,0,0
"B6 LEMA 1",0,0.04,0,0,0,0
"B6 LEMA 10",0,0.04,0,0,0,0
"B6 LEMA 11",0,0.04,0,0,0,0
"B6 LEMA 12",0,0.04,0,0,0,0
"B6 LEMA 13",0,0.04,0,0,0,0
"B6 LEMA 14",0,0.04,0,0,0,0
"B6 LEMA 15",0,0.04,0,0,0,0
"B6 LEMA 16",0,0.04,0,0,0,0
"B6 LEMA 17",0,0.04,0,0,0,0
"B6 LEMA 18",0,0.04,0,0,0,0
"B6 LEMA 19",0,0.04,0,0,0,0
"B6 LEMA 2",0,0.04,0,0,0,0
"B6 LEMA 20",0,0.04,0,0,0,0
"B6 LEMA 21",0,0.04,0,0,0,0
"B6 LEMA 22",0,0.04,0,0,0,0
"B6 LEMA 23",0,0.04,0,0,0,0
"B6 LEMA 24",0,0.04,0,0,0,0
"B6 LEMA 25",0,0.04,0,0,0,0
"B6 LEMA 3",0,0.04,0,0,0,0
"B6 LEMA 4",0,0.04,0,0,0,0
"B6 LEMA 5",0,0.04,0,0,0,0
"B6 LEMA 6",0,0.04,0,0,0,0
"B6 LEMA 7",0,0.04,0,0,0,0
"B6 LEMA 8",0,0.04,0,0,0,0
"B6 LEMA 9",0,0.04,0,0,0,0
"C1 LEMA 1",0,0.1,0,0.1,0,0.2
"C1 LEMA 10",0,0.1,0,0.1,0,0.2
"C1 LEMA 2",0,0.1,0,0.1,0,0.2
"C1 LEMA 3",0,0.1,0,0.1,0,0.2
"C1 LEMA 4",0,0.1,0,0.1,0,0.2
"C1 LEMA 5",0,0.1,0,0.1,0,0.2
"C1 LEMA 6",0,0.1,0,0.1,0,0.2
"C1 LEMA 7",0,0.1,0,0.1,0,0.2
"C1 LEMA 8",0,0.1,0,0.1,0,0.2
"C1 LEMA 9",0,0.1,0,0.1,0,0.2
"C3 LEMA 1",0,0.1,0,0,0,0.05
"C3 LEMA 10",0,0.1,0,0,0,0.05
"C3 LEMA 11",0,0.1,0,0,0,0.05
"C3 LEMA 12",0,0.1,0,0,0,0.05
"C3 LEMA 13",0,0.1,0,0,0,0.05
"C3 LEMA 14",0,0.1,0,0,0,0.05
"C3 LEMA 15",0,0.1,0,0,0,0.05
"C3 LEMA 16",0,0.1,0,0,0,0.05
"C3 LEMA 17",0,0.1,0,0,0,0.05
"C3 LEMA 18",0,0.1,0,0,0,0.05
"C3 LEMA 19",0,0.1,0,0,0,0.05
"C3 LEMA 2",0,0.1,0,0,0,0.05
"C3 LEMA 20",0,0.1,0,0,0,0.05
"C3 LEMA 3",0,0.1,0,0,0,0.05
"C3 LEMA 4",0,0.1,0,0,0,0.05
"C3 LEMA 5",0,0.1,0,0,0,0.05
"C3 LEMA 6",0,0.1,0,0,0,0.05
"C3 LEMA 7",0,0.1,0,0,0,0.05
"C3 LEMA 8",0,0.1,0,0,0,0.05
"C3 LEMA 9",0,0.1,0,0,0,0.05
"C5 LEMA 1",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 10",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 11",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 12",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 13",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 14",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 15",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 16",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 17",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 18",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 19",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 2",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 20",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 21",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 22",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 23",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 24",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 25",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 26",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 27",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 28",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 29",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 3",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 30",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 4",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 5",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 6",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 7",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 8",0,0.0333333333333333,0,0.0333333333333333,0,0
"C5 LEMA 9",0,0.0333333333333333,0,0.0333333333333333,0,0
"C6 LEMA 1",0,0.04,0,0,0.04,0
"C6 LEMA 10",0,0.04,0,0,0.04,0
"C6 LEMA 11",0,0.04,0,0,0.04,0
"C6 LEMA 12",0,0.04,0,0,0.04,0
"C6 LEMA 13",0,0.04,0,0,0.04,0
"C6 LEMA 14",0,0.04,0,0,0.04,0
"C6 LEMA 15",0,0.04,0,0,0.04,0
"C6 LEMA 16",0,0.04,0,0,0.04,0
"C6 LEMA 17",0,0.04,0,0,0.04,0
"C6 LEMA 18",0,0.04,0,0,0.04,0
"C6 LEMA 19",0,0.04,0,0,0.04,0
"C6 LEMA 2",0,0.04,0,0,0.04,0
"C6 LEMA 20",0,0.04,0,0,0.04,0
"C6 LEMA 21",0,0.04,0,0,0.04,0
"C6 LEMA 22",0,0.04,0,0,0.04,0
"C6 LEMA 23",0,0.04,0,0,0.04,0
"C6 LEMA 24",0,0.04,0,0,0.04,0
"C6 LEMA 25",0,0.04,0,0,0.04,0
"C6 LEMA 3",0,0.04,0,0,0.04,0
"C6 LEMA 4",0,0.04,0,0,0.04,0
"C6 LEMA 5",0,0.04,0,0,0.04,0
"C6 LEMA 6",0,0.04,0,0,0.04,0
"C6 LEMA 7",0,0.04,0,0,0.04,0
"C6 LEMA 8",0,0.04,0,0,0.04,0
"C6 LEMA 9",0,0.04,0,0,0.04,0
"D1 LEMA 1",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 10",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 11",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 12",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 13",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 14",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 15",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 16",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 17",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 18",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 19",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 2",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 20",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 3",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 4",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 5",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 6",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 7",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 8",0,0.1,0.05,0.05,0.05,0.15
"D1 LEMA 9",0,0.1,0.05,0.05,0.05,0.15
"D4 LEMA 1",0,0.25,0,0,0,0.5
"D4 LEMA 2",0,0.25,0,0,0,0.5
"D4 LEMA 3",0,0.25,0,0,0,0.5
"D4 LEMA 4",0,0.25,0,0,0,0.5
"D5 LEMA 1",0,0,0,0.0666666666666667,0,0
"D5 LEMA 10",0,0,0,0.0666666666666667,0,0
"D5 LEMA 11",0,0,0,0.0666666666666667,0,0
"D5 LEMA 12",0,0,0,0.0666666666666667,0,0
"D5 LEMA 13",0,0,0,0.0666666666666667,0,0
"D5 LEMA 14",0,0,0,0.0666666666666667,0,0
"D5 LEMA 15",0,0,0,0.0666666666666667,0,0
"D5 LEMA 2",0,0,0,0.0666666666666667,0,0
"D5 LEMA 3",0,0,0,0.0666666666666667,0,0
"D5 LEMA 4",0,0,0,0.0666666666666667,0,0
"D5 LEMA 5",0,0,0,0.0666666666666667,0,0
"D5 LEMA 6",0,0,0,0.0666666666666667,0,0
"D5 LEMA 7",0,0,0,0.0666666666666667,0,0
"D5 LEMA 8",0,0,0,0.0666666666666667,0,0
"D5 LEMA 9",0,0,0,0.0666666666666667,0,0
"D6 LEMA 1",0,0,0,0.04,0,0.04
"D6 LEMA 10",0,0,0,0.04,0,0.04
"D6 LEMA 11",0,0,0,0.04,0,0.04
"D6 LEMA 12",0,0,0,0.04,0,0.04
"D6 LEMA 13",0,0,0,0.04,0,0.04
"D6 LEMA 14",0,0,0,0.04,0,0.04
"D6 LEMA 15",0,0,0,0.04,0,0.04
"D6 LEMA 16",0,0,0,0.04,0,0.04
"D6 LEMA 17",0,0,0,0.04,0,0.04
"D6 LEMA 18",0,0,0,0.04,0,0.04
"D6 LEMA 19",0,0,0,0.04,0,0.04
"D6 LEMA 2",0,0,0,0.04,0,0.04
"D6 LEMA 20",0,0,0,0.04,0,0.04
"D6 LEMA 21",0,0,0,0.04,0,0.04
"D6 LEMA 22",0,0,0,0.04,0,0.04
"D6 LEMA 23",0,0,0,0.04,0,0.04
"D6 LEMA 24",0,0,0,0.04,0,0.04
"D6 LEMA 25",0,0,0,0.04,0,0.04
"D6 LEMA 3",0,0,0,0.04,0,0.04
"D6 LEMA 4",0,0,0,0.04,0,0.04
"D6 LEMA 5",0,0,0,0.04,0,0.04
"D6 LEMA 6",0,0,0,0.04,0,0.04
"D6 LEMA 7",0,0,0,0.04,0,0.04
"D6 LEMA 8",0,0,0,0.04,0,0.04
"D6 LEMA 9",0,0,0,0.04,0,0.04
"E1 LEMA 1",0,0.15,0,0,0,0.25
"E1 LEMA 10",0,0.15,0,0,0,0.25
"E1 LEMA 11",0,0.15,0,0,0,0.25
"E1 LEMA 12",0,0.15,0,0,0,0.25
"E1 LEMA 13",0,0.15,0,0,0,0.25
"E1 LEMA 14",0,0.15,0,0,0,0.25
"E1 LEMA 15",0,0.15,0,0,0,0.25
"E1 LEMA 16",0,0.15,0,0,0,0.25
"E1 LEMA 17",0,0.15,0,0,0,0.25
"E1 LEMA 18",0,0.15,0,0,0,0.25
"E1 LEMA 19",0,0.15,0,0,0,0.25
"E1 LEMA 2",0,0.15,0,0,0,0.25
"E1 LEMA 20",0,0.15,0,0,0,0.25
"E1 LEMA 3",0,0.15,0,0,0,0.25
"E1 LEMA 4",0,0.15,0,0,0,0.25
"E1 LEMA 5",0,0.15,0,0,0,0.25
"E1 LEMA 6",0,0.15,0,0,0,0.25
"E1 LEMA 7",0,0.15,0,0,0,0.25
"E1 LEMA 8",0,0.15,0,0,0,0.25
"E1 LEMA 9",0,0.15,0,0,0,0.25
"E2 LEMA 1",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 10",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 11",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 12",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 13",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 14",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 15",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 16",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 17",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 18",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 19",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 2",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 20",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 21",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 22",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 23",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 24",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 25",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 26",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 27",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 28",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 29",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 3",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 30",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 4",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 5",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 6",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 7",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 8",0,0,0,0.0333333333333333,0,0.0333333333333333
"E2 LEMA 9",0,0,0,0.0333333333333333,0,0.0333333333333333
"E3 LEMA 1",0,0,0,0,0.0833333333333333,0
"E3 LEMA 10",0,0,0,0,0.0833333333333333,0
"E3 LEMA 11",0,0,0,0,0.0833333333333333,0
"E3 LEMA 12",0,0,0,0,0.0833333333333333,0
"E3 LEMA 2",0,0,0,0,0.0833333333333333,0
"E3 LEMA 3",0,0,0,0,0.0833333333333333,0
"E3 LEMA 4",0,0,0,0,0.0833333333333333,0
"E3 LEMA 5",0,0,0,0,0.0833333333333333,0
"E3 LEMA 6",0,0,0,0,0.0833333333333333,0
"E3 LEMA 7",0,0,0,0,0.0833333333333333,0
"E3 LEMA 8",0,0,0,0,0.0833333333333333,0
"E3 LEMA 9",0,0,0,0,0.0833333333333333,0
"E4 LEMA 1",0.05,0.15,0,0,0,0
"E4 LEMA 10",0.05,0.15,0,0,0,0
"E4 LEMA 11",0.05,0.15,0,0,0,0
"E4 LEMA 12",0.05,0.15,0,0,0,0
"E4 LEMA 13",0.05,0.15,0,0,0,0
"E4 LEMA 14",0.05,0.15,0,0,0,0
