"","Bees","Flower_beetles","House_flies","Hoverflies","Small_beetles","Small_flies"
"A6 CHFU 2",0,0,0,0,0,0.0526315789473684
"A6 CHFU 3",0,0,0,0,0,0.0526315789473684
"A6 CHFU 4",0,0,0,0,0,0.0526315789473684
"A6 CHFU 5",0,0,0,0,0,0.0526315789473684
"A6 CHFU 6",0,0,0,0,0,0.0526315789473684
"A6 CHFU 7",0,0,0,0,0,0.0526315789473684
"A6 CHFU 8",0,0,0,0,0,0.0526315789473684
"A6 CHFU 9",0,0,0,0,0,0.0526315789473684
"B1 CHFU 1",0,0,0,0,0,0.0166666666666667
"B1 CHFU 10",0,0,0,0,0,0.0166666666666667
"B1 CHFU 11",0,0,0,0,0,0.0166666666666667
"B1 CHFU 12",0,0,0,0,0,0.0166666666666667
"B1 CHFU 13",0,0,0,0,0,0.0166666666666667
"B1 CHFU 14",0,0,0,0,0,0.0166666666666667
"B1 CHFU 15",0,0,0,0,0,0.0166666666666667
"B1 CHFU 16",0,0,0,0,0,0.0166666666666667
"B1 CHFU 17",0,0,0,0,0,0.0166666666666667
"B1 CHFU 18",0,0,0,0,0,0.0166666666666667
"B1 CHFU 19",0,0,0,0,0,0.0166666666666667
"B1 CHFU 2",0,0,0,0,0,0.0166666666666667
"B1 CHFU 20",0,0,0,0,0,0.0166666666666667
"B1 CHFU 21",0,0,0,0,0,0.0166666666666667
"B1 CHFU 22",0,0,0,0,0,0.0166666666666667
"B1 CHFU 23",0,0,0,0,0,0.0166666666666667
"B1 CHFU 24",0,0,0,0,0,0.0166666666666667
"B1 CHFU 25",0,0,0,0,0,0.0166666666666667
"B1 CHFU 26",0,0,0,0,0,0.0166666666666667
"B1 CHFU 27",0,0,0,0,0,0.0166666666666667
"B1 CHFU 28",0,0,0,0,0,0.0166666666666667
"B1 CHFU 29",0,0,0,0,0,0.0166666666666667
"B1 CHFU 3",0,0,0,0,0,0.0166666666666667
"B1 CHFU 30",0,0,0,0,0,0.0166666666666667
"B1 CHFU 31",0,0,0,0,0,0.0166666666666667
"B1 CHFU 32",0,0,0,0,0,0.0166666666666667
"B1 CHFU 33",0,0,0,0,0,0.0166666666666667
"B1 CHFU 34",0,0,0,0,0,0.0166666666666667
"B1 CHFU 35",0,0,0,0,0,0.0166666666666667
"B1 CHFU 36",0,0,0,0,0,0.0166666666666667
"B1 CHFU 37",0,0,0,0,0,0.0166666666666667
"B1 CHFU 38",0,0,0,0,0,0.0166666666666667
"B1 CHFU 39",0,0,0,0,0,0.0166666666666667
"B1 CHFU 4",0,0,0,0,0,0.0166666666666667
"B1 CHFU 40",0,0,0,0,0,0.0166666666666667
"B1 CHFU 41",0,0,0,0,0,0.0166666666666667
"B1 CHFU 42",0,0,0,0,0,0.0166666666666667
"B1 CHFU 43",0,0,0,0,0,0.0166666666666667
"B1 CHFU 44",0,0,0,0,0,0.0166666666666667
"B1 CHFU 45",0,0,0,0,0,0.0166666666666667
"B1 CHFU 46",0,0,0,0,0,0.0166666666666667
"B1 CHFU 47",0,0,0,0,0,0.0166666666666667
"B1 CHFU 48",0,0,0,0,0,0.0166666666666667
"B1 CHFU 49",0,0,0,0,0,0.0166666666666667
"B1 CHFU 5",0,0,0,0,0,0.0166666666666667
"B1 CHFU 50",0,0,0,0,0,0.0166666666666667
"B1 CHFU 51",0,0,0,0,0,0.0166666666666667
"B1 CHFU 52",0,0,0,0,0,0.0166666666666667
"B1 CHFU 53",0,0,0,0,0,0.0166666666666667
"B1 CHFU 54",0,0,0,0,0,0.0166666666666667
"B1 CHFU 55",0,0,0,0,0,0.0166666666666667
"B1 CHFU 56",0,0,0,0,0,0.0166666666666667
"B1 CHFU 57",0,0,0,0,0,0.0166666666666667
"B1 CHFU 58",0,0,0,0,0,0.0166666666666667
"B1 CHFU 59",0,0,0,0,0,0.0166666666666667
"B1 CHFU 6",0,0,0,0,0,0.0166666666666667
"B1 CHFU 60",0,0,0,0,0,0.0166666666666667
"B1 CHFU 7",0,0,0,0,0,0.0166666666666667
"B1 CHFU 8",0,0,0,0,0,0.0166666666666667
"B1 CHFU 9",0,0,0,0,0,0.0166666666666667
"B2 CHFU 1",0,0,0,0,0,0.0285714285714286
"B2 CHFU 10",0,0,0,0,0,0.0285714285714286
"B2 CHFU 11",0,0,0,0,0,0.0285714285714286
"B2 CHFU 12",0,0,0,0,0,0.0285714285714286
"B2 CHFU 13",0,0,0,0,0,0.0285714285714286
"B2 CHFU 14",0,0,0,0,0,0.0285714285714286
"B2 CHFU 15",0,0,0,0,0,0.0285714285714286
"B2 CHFU 16",0,0,0,0,0,0.0285714285714286
"B2 CHFU 17",0,0,0,0,0,0.0285714285714286
"B2 CHFU 18",0,0,0,0,0,0.0285714285714286
"B2 CHFU 19",0,0,0,0,0,0.0285714285714286
"B2 CHFU 2",0,0,0,0,0,0.0285714285714286
"B2 CHFU 20",0,0,0,0,0,0.0285714285714286
"B2 CHFU 21",0,0,0,0,0,0.0285714285714286
"B2 CHFU 22",0,0,0,0,0,0.0285714285714286
"B2 CHFU 23",0,0,0,0,0,0.0285714285714286
"B2 CHFU 24",0,0,0,0,0,0.0285714285714286
"B2 CHFU 25",0,0,0,0,0,0.0285714285714286
"B2 CHFU 26",0,0,0,0,0,0.0285714285714286
"B2 CHFU 27",0,0,0,0,0,0.0285714285714286
"B2 CHFU 28",0,0,0,0,0,0.0285714285714286
"B2 CHFU 29",0,0,0,0,0,0.0285714285714286
"B2 CHFU 3",0,0,0,0,0,0.0285714285714286
"B2 CHFU 30",0,0,0,0,0,0.0285714285714286
"B2 CHFU 31",0,0,0,0,0,0.0285714285714286
"B2 CHFU 32",0,0,0,0,0,0.0285714285714286
"B2 CHFU 33",0,0,0,0,0,0.0285714285714286
"B2 CHFU 34",0,0,0,0,0,0.0285714285714286
"B2 CHFU 35",0,0,0,0,0,0.0285714285714286
"B2 CHFU 4",0,0,0,0,0,0.0285714285714286
"B2 CHFU 5",0,0,0,0,0,0.0285714285714286
"B2 CHFU 6",0,0,0,0,0,0.0285714285714286
"B2 CHFU 7",0,0,0,0,0,0.0285714285714286
"B2 CHFU 8",0,0,0,0,0,0.0285714285714286
"B2 CHFU 9",0,0,0,0,0,0.0285714285714286
"B3 CHFU 1",0,0,0,0,0.04,0
"B3 CHFU 10",0,0,0,0,0.04,0
"B3 CHFU 11",0,0,0,0,0.04,0
"B3 CHFU 12",0,0,0,0,0.04,0
"B3 CHFU 13",0,0,0,0,0.04,0
"B3 CHFU 14",0,0,0,0,0.04,0
"B3 CHFU 15",0,0,0,0,0.04,0
"B3 CHFU 16",0,0,0,0,0.04,0
"B3 CHFU 17",0,0,0,0,0.04,0
"B3 CHFU 18",0,0,0,0,0.04,0
"B3 CHFU 19",0,0,0,0,0.04,0
"B3 CHFU 2",0,0,0,0,0.04,0
"B3 CHFU 20",0,0,0,0,0.04,0
"B3 CHFU 21",0,0,0,0,0.04,0
"B3 CHFU 22",0,0,0,0,0.04,0
"B3 CHFU 23",0,0,0,0,0.04,0
"B3 CHFU 24",0,0,0,0,0.04,0
"B3 CHFU 25",0,0,0,0,0.04,0
"B3 CHFU 3",0,0,0,0,0.04,0
"B3 CHFU 4",0,0,0,0,0.04,0
"B3 CHFU 5",0,0,0,0,0.04,0
"B3 CHFU 6",0,0,0,0,0.04,0
"B3 CHFU 7",0,0,0,0,0.04,0
"B3 CHFU 8",0,0,0,0,0.04,0
"B3 CHFU 9",0,0,0,0,0.04,0
"C1 CHFU 1",0,0,0,0.02,0,0
"C1 CHFU 10",0,0,0,0.02,0,0
"C1 CHFU 11",0,0,0,0.02,0,0
"C1 CHFU 12",0,0,0,0.02,0,0
"C1 CHFU 13",0,0,0,0.02,0,0
"C1 CHFU 14",0,0,0,0.02,0,0
"C1 CHFU 15",0,0,0,0.02,0,0
"C1 CHFU 16",0,0,0,0.02,0,0
"C1 CHFU 17",0,0,0,0.02,0,0
"C1 CHFU 18",0,0,0,0.02,0,0
"C1 CHFU 19",0,0,0,0.02,0,0
"C1 CHFU 2",0,0,0,0.02,0,0
"C1 CHFU 20",0,0,0,0.02,0,0
"C1 CHFU 21",0,0,0,0.02,0,0
"C1 CHFU 22",0,0,0,0.02,0,0
"C1 CHFU 23",0,0,0,0.02,0,0
"C1 CHFU 24",0,0,0,0.02,0,0
"C1 CHFU 25",0,0,0,0.02,0,0
"C1 CHFU 26",0,0,0,0.02,0,0
"C1 CHFU 27",0,0,0,0.02,0,0
"C1 CHFU 28",0,0,0,0.02,0,0
"C1 CHFU 29",0,0,0,0.02,0,0
"C1 CHFU 3",0,0,0,0.02,0,0
"C1 CHFU 30",0,0,0,0.02,0,0
"C1 CHFU 31",0,0,0,0.02,0,0
"C1 CHFU 32",0,0,0,0.02,0,0
"C1 CHFU 33",0,0,0,0.02,0,0
"C1 CHFU 34",0,0,0,0.02,0,0
"C1 CHFU 35",0,0,0,0.02,0,0
"C1 CHFU 36",0,0,0,0.02,0,0
"C1 CHFU 37",0,0,0,0.02,0,0
"C1 CHFU 38",0,0,0,0.02,0,0
"C1 CHFU 39",0,0,0,0.02,0,0
"C1 CHFU 4",0,0,0,0.02,0,0
"C1 CHFU 40",0,0,0,0.02,0,0
"C1 CHFU 41",0,0,0,0.02,0,0
"C1 CHFU 42",0,0,0,0.02,0,0
"C1 CHFU 43",0,0,0,0.02,0,0
"C1 CHFU 44",0,0,0,0.02,0,0
"C1 CHFU 45",0,0,0,0.02,0,0
"C1 CHFU 46",0,0,0,0.02,0,0
"C1 CHFU 47",0,0,0,0.02,0,0
"C1 CHFU 48",0,0,0,0.02,0,0
"C1 CHFU 49",0,0,0,0.02,0,0
"C1 CHFU 5",0,0,0,0.02,0,0
"C1 CHFU 50",0,0,0,0.02,0,0
"C1 CHFU 6",0,0,0,0.02,0,0
"C1 CHFU 7",0,0,0,0.02,0,0
"C1 CHFU 8",0,0,0,0.02,0,0
"C1 CHFU 9",0,0,0,0.02,0,0
"C3 CHFU 1",0,0,0,0.0571428571428571,0,0
"C3 CHFU 10",0,0,0,0.0571428571428571,0,0
"C3 CHFU 11",0,0,0,0.0571428571428571,0,0
"C3 CHFU 12",0,0,0,0.0571428571428571,0,0
"C3 CHFU 13",0,0,0,0.0571428571428571,0,0
"C3 CHFU 14",0,0,0,0.0571428571428571,0,0
"C3 CHFU 15",0,0,0,0.0571428571428571,0,0
"C3 CHFU 16",0,0,0,0.0571428571428571,0,0
"C3 CHFU 17",0,0,0,0.0571428571428571,0,0
"C3 CHFU 18",0,0,0,0.0571428571428571,0,0
"C3 CHFU 19",0,0,0,0.0571428571428571,0,0
"C3 CHFU 2",0,0,0,0.0571428571428571,0,0
"C3 CHFU 20",0,0,0,0.0571428571428571,0,0
"C3 CHFU 21",0,0,0,0.0571428571428571,0,0
"C3 CHFU 22",0,0,0,0.0571428571428571,0,0
"C3 CHFU 23",0,0,0,0.0571428571428571,0,0
"C3 CHFU 24",0,0,0,0.0571428571428571,0,0
"C3 CHFU 25",0,0,0,0.0571428571428571,0,0
"C3 CHFU 26",0,0,0,0.0571428571428571,0,0
"C3 CHFU 27",0,0,0,0.0571428571428571,0,0
"C3 CHFU 28",0,0,0,0.0571428571428571,0,0
"C3 CHFU 29",0,0,0,0.0571428571428571,0,0
"C3 CHFU 3",0,0,0,0.0571428571428571,0,0
"C3 CHFU 30",0,0,0,0.0571428571428571,0,0
"C3 CHFU 31",0,0,0,0.0571428571428571,0,0
"C3 CHFU 32",0,0,0,0.0571428571428571,0,0
"C3 CHFU 33",0,0,0,0.0571428571428571,0,0
"C3 CHFU 34",0,0,0,0.0571428571428571,0,0
"C3 CHFU 35",0,0,0,0.0571428571428571,0,0
"C3 CHFU 4",0,0,0,0.0571428571428571,0,0
"C3 CHFU 5",0,0,0,0.0571428571428571,0,0
"C3 CHFU 6",0,0,0,0.0571428571428571,0,0
"C3 CHFU 7",0,0,0,0.0571428571428571,0,0
"C3 CHFU 8",0,0,0,0.0571428571428571,0,0
"C3 CHFU 9",0,0,0,0.0571428571428571,0,0
"C5 CHFU 1",0,0,0,0.0333333333333333,0,0
"C5 CHFU 10",0,0,0,0.0333333333333333,0,0
"C5 CHFU 11",0,0,0,0.0333333333333333,0,0
"C5 CHFU 12",0,0,0,0.0333333333333333,0,0
"C5 CHFU 13",0,0,0,0.0333333333333333,0,0
"C5 CHFU 14",0,0,0,0.0333333333333333,0,0
"C5 CHFU 15",0,0,0,0.0333333333333333,0,0
"C5 CHFU 16",0,0,0,0.0333333333333333,0,0
"C5 CHFU 17",0,0,0,0.0333333333333333,0,0
"C5 CHFU 18",0,0,0,0.0333333333333333,0,0
"C5 CHFU 19",0,0,0,0.0333333333333333,0,0
"C5 CHFU 2",0,0,0,0.0333333333333333,0,0
"C5 CHFU 20",0,0,0,0.0333333333333333,0,0
"C5 CHFU 21",0,0,0,0.0333333333333333,0,0
"C5 CHFU 22",0,0,0,0.0333333333333333,0,0
"C5 CHFU 23",0,0,0,0.0333333333333333,0,0
"C5 CHFU 24",0,0,0,0.0333333333333333,0,0
"C5 CHFU 25",0,0,0,0.0333333333333333,0,0
"C5 CHFU 26",0,0,0,0.0333333333333333,0,0
"C5 CHFU 27",0,0,0,0.0333333333333333,0,0
"C5 CHFU 28",0,0,0,0.0333333333333333,0,0
"C5 CHFU 29",0,0,0,0.0333333333333333,0,0
"C5 CHFU 3",0,0,0,0.0333333333333333,0,0
"C5 CHFU 30",0,0,0,0.0333333333333333,0,0
"C5 CHFU 4",0,0,0,0.0333333333333333,0,0
"C5 CHFU 5",0,0,0,0.0333333333333333,0,0
"C5 CHFU 6",0,0,0,0.0333333333333333,0,0
"C5 CHFU 7",0,0,0,0.0333333333333333,0,0
"C5 CHFU 8",0,0,0,0.0333333333333333,0,0
"C5 CHFU 9",0,0,0,0.0333333333333333,0,0
"C6 CHFU 1",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 2",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 3",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 4",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 5",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 6",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 7",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 8",0,0,0,0.111111111111111,0,0.111111111111111
"C6 CHFU 9",0,0,0,0.111111111111111,0,0.111111111111111
"D2 CHFU 1",0,0,0,0.0285714285714286,0,0
"D2 CHFU 10",0,0,0,0.0285714285714286,0,0
"D2 CHFU 11",0,0,0,0.0285714285714286,0,0
"D2 CHFU 12",0,0,0,0.0285714285714286,0,0
"D2 CHFU 13",0,0,0,0.0285714285714286,0,0
"D2 CHFU 14",0,0,0,0.0285714285714286,0,0
"D2 CHFU 15",0,0,0,0.0285714285714286,0,0
"D2 CHFU 16",0,0,0,0.0285714285714286,0,0
"D2 CHFU 17",0,0,0,0.0285714285714286,0,0
"D2 CHFU 18",0,0,0,0.0285714285714286,0,0
"D2 CHFU 19",0,0,0,0.0285714285714286,0,0
"D2 CHFU 2",0,0,0,0.0285714285714286,0,0
"D2 CHFU 20",0,0,0,0.0285714285714286,0,0
"D2 CHFU 21",0,0,0,0.0285714285714286,0,0
"D2 CHFU 22",0,0,0,0.0285714285714286,0,0
"D2 CHFU 23",0,0,0,0.0285714285714286,0,0
"D2 CHFU 24",0,0,0,0.0285714285714286,0,0
"D2 CHFU 25",0,0,0,0.0285714285714286,0,0
"D2 CHFU 26",0,0,0,0.0285714285714286,0,0
"D2 CHFU 27",0,0,0,0.0285714285714286,0,0
"D2 CHFU 28",0,0,0,0.0285714285714286,0,0
"D2 CHFU 29",0,0,0,0.0285714285714286,0,0
"D2 CHFU 3",0,0,0,0.0285714285714286,0,0
"D2 CHFU 30",0,0,0,0.0285714285714286,0,0
"D2 CHFU 31",0,0,0,0.0285714285714286,0,0
"D2 CHFU 32",0,0,0,0.0285714285714286,0,0
"D2 CHFU 33",0,0,0,0.0285714285714286,0,0
"D2 CHFU 34",0,0,0,0.0285714285714286,0,0
"D2 CHFU 35",0,0,0,0.0285714285714286,0,0
"D2 CHFU 4",0,0,0,0.0285714285714286,0,0
"D2 CHFU 5",0,0,0,0.0285714285714286,0,0
"D2 CHFU 6",0,0,0,0.0285714285714286,0,0
"D2 CHFU 7",0,0,0,0.0285714285714286,0,0
"D2 CHFU 8",0,0,0,0.0285714285714286,0,0
"D2 CHFU 9",0,0,0,0.0285714285714286,0,0
"D3 CHFU 1",0,0,0,0.0125,0,0
"D3 CHFU 10",0,0,0,0.0125,0,0
"D3 CHFU 11",0,0,0,0.0125,0,0
"D3 CHFU 12",0,0,0,0.0125,0,0
"D3 CHFU 13",0,0,0,0.0125,0,0
"D3 CHFU 14",0,0,0,0.0125,0,0
"D3 CHFU 15",0,0,0,0.0125,0,0
"D3 CHFU 16",0,0,0,0.0125,0,0
"D3 CHFU 17",0,0,0,0.0125,0,0
"D3 CHFU 18",0,0,0,0.0125,0,0
"D3 CHFU 19",0,0,0,0.0125,0,0
"D3 CHFU 2",0,0,0,0.0125,0,0
"D3 CHFU 20",0,0,0,0.0125,0,0
"D3 CHFU 21",0,0,0,0.0125,0,0
"D3 CHFU 22",0,0,0,0.0125,0,0
"D3 CHFU 23",0,0,0,0.0125,0,0
"D3 CHFU 24",0,0,0,0.0125,0,0
"D3 CHFU 25",0,0,0,0.0125,0,0
"D3 CHFU 26",0,0,0,0.0125,0,0
"D3 CHFU 27",0,0,0,0.0125,0,0
"D3 CHFU 28",0,0,0,0.0125,0,0
"D3 CHFU 29",0,0,0,0.0125,0,0
"D3 CHFU 3",0,0,0,0.0125,0,0
"D3 CHFU 30",0,0,0,0.0125,0,0
"D3 CHFU 31",0,0,0,0.0125,0,0
"D3 CHFU 32",0,0,0,0.0125,0,0
"D3 CHFU 33",0,0,0,0.0125,0,0
"D3 CHFU 34",0,0,0,0.0125,0,0
"D3 CHFU 35",0,0,0,0.0125,0,0
"D3 CHFU 36",0,0,0,0.0125,0,0
"D3 CHFU 37",0,0,0,0.0125,0,0
"D3 CHFU 38",0,0,0,0.0125,0,0
"D3 CHFU 39",0,0,0,0.0125,0,0
"D3 CHFU 4",0,0,0,0.0125,0,0
"D3 CHFU 40",0,0,0,0.0125,0,0
"D3 CHFU 41",0,0,0,0.0125,0,0
"D3 CHFU 42",0,0,0,0.0125,0,0
"D3 CHFU 43",0,0,0,0.0125,0,0
"D3 CHFU 44",0,0,0,0.0125,0,0
"D3 CHFU 45",0,0,0,0.0125,0,0
"D3 CHFU 46",0,0,0,0.0125,0,0
"D3 CHFU 47",0,0,0,0.0125,0,0
"D3 CHFU 48",0,0,0,0.0125,0,0
"D3 CHFU 49",0,0,0,0.0125,0,0
"D3 CHFU 5",0,0,0,0.0125,0,0
"D3 CHFU 50",0,0,0,0.0125,0,0
"D3 CHFU 51",0,0,0,0.0125,0,0
"D3 CHFU 52",0,0,0,0.0125,0,0
"D3 CHFU 53",0,0,0,0.0125,0,0
"D3 CHFU 54",0,0,0,0.0125,0,0
"D3 CHFU 55",0,0,0,0.0125,0,0
"D3 CHFU 56",0,0,0,0.0125,0,0
"D3 CHFU 57",0,0,0,0.0125,0,0
"D3 CHFU 58",0,0,0,0.0125,0,0
"D3 CHFU 59",0,0,0,0.0125,0,0
"D3 CHFU 6",0,0,0,0.0125,0,0
"D3 CHFU 60",0,0,0,0.0125,0,0
"D3 CHFU 61",0,0,0,0.0125,0,0
"D3 CHFU 62",0,0,0,0.0125,0,0
"D3 CHFU 63",0,0,0,0.0125,0,0
"D3 CHFU 64",0,0,0,0.0125,0,0
"D3 CHFU 65",0,0,0,0.0125,0,0
"D3 CHFU 66",0,0,0,0.0125,0,0
"D3 CHFU 67",0,0,0,0.0125,0,0
"D3 CHFU 68",0,0,0,0.0125,0,0
"D3 CHFU 69",0,0,0,0.0125,0,0
"D3 CHFU 7",0,0,0,0.0125,0,0
"D3 CHFU 70",0,0,0,0.0125,0,0
"D3 CHFU 71",0,0,0,0.0125,0,0
"D3 CHFU 72",0,0,0,0.0125,0,0
"D3 CHFU 73",0,0,0,0.0125,0,0
"D3 CHFU 74",0,0,0,0.0125,0,0
"D3 CHFU 75",0,0,0,0.0125,0,0
"D3 CHFU 76",0,0,0,0.0125,0,0
"D3 CHFU 77",0,0,0,0.0125,0,0
"D3 CHFU 78",0,0,0,0.0125,0,0
"D3 CHFU 79",0,0,0,0.0125,0,0
"D3 CHFU 8",0,0,0,0.0125,0,0
"D3 CHFU 80",0,0,0,0.0125,0,0
"D3 CHFU 9",0,0,0,0.0125,0,0
"D4 CHFU 1",0,0,0,0.01,0,0.04
"D4 CHFU 10",0,0,0,0.01,0,0.04
"D4 CHFU 100",0,0,0,0.01,0,0.04
"D4 CHFU 11",0,0,0,0.01,0,0.04
"D4 CHFU 12",0,0,0,0.01,0,0.04
"D4 CHFU 13",0,0,0,0.01,0,0.04
"D4 CHFU 14",0,0,0,0.01,0,0.04
"D4 CHFU 15",0,0,0,0.01,0,0.04
"D4 CHFU 16",0,0,0,0.01,0,0.04
"D4 CHFU 17",0,0,0,0.01,0,0.04
"D4 CHFU 18",0,0,0,0.01,0,0.04
"D4 CHFU 19",0,0,0,0.01,0,0.04
"D4 CHFU 2",0,0,0,0.01,0,0.04
"D4 CHFU 20",0,0,0,0.01,0,0.04
"D4 CHFU 21",0,0,0,0.01,0,0.04
"D4 CHFU 22",0,0,0,0.01,0,0.04
"D4 CHFU 23",0,0,0,0.01,0,0.04
"D4 CHFU 24",0,0,0,0.01,0,0.04
"D4 CHFU 25",0,0,0,0.01,0,0.04
"D4 CHFU 26",0,0,0,0.01,0,0.04
"D4 CHFU 27",0,0,0,0.01,0,0.04
"D4 CHFU 28",0,0,0,0.01,0,0.04
"D4 CHFU 29",0,0,0,0.01,0,0.04
"D4 CHFU 3",0,0,0,0.01,0,0.04
"D4 CHFU 30",0,0,0,0.01,0,0.04
"D4 CHFU 31",0,0,0,0.01,0,0.04
"D4 CHFU 32",0,0,0,0.01,0,0.04
"D4 CHFU 33",0,0,0,0.01,0,0.04
"D4 CHFU 34",0,0,0,0.01,0,0.04
"D4 CHFU 35",0,0,0,0.01,0,0.04
"D4 CHFU 36",0,0,0,0.01,0,0.04
"D4 CHFU 37",0,0,0,0.01,0,0.04
"D4 CHFU 38",0,0,0,0.01,0,0.04
"D4 CHFU 39",0,0,0,0.01,0,0.04
"D4 CHFU 4",0,0,0,0.01,0,0.04
"D4 CHFU 40",0,0,0,0.01,0,0.04
"D4 CHFU 41",0,0,0,0.01,0,0.04
"D4 CHFU 42",0,0,0,0.01,0,0.04
"D4 CHFU 43",0,0,0,0.01,0,0.04
"D4 CHFU 44",0,0,0,0.01,0,0.04
"D4 CHFU 45",0,0,0,0.01,0,0.04
"D4 CHFU 46",0,0,0,0.01,0,0.04
"D4 CHFU 47",0,0,0,0.01,0,0.04
"D4 CHFU 48",0,0,0,0.01,0,0.04
"D4 CHFU 49",0,0,0,0.01,0,0.04
"D4 CHFU 5",0,0,0,0.01,0,0.04
"D4 CHFU 50",0,0,0,0.01,0,0.04
"D4 CHFU 51",0,0,0,0.01,0,0.04
"D4 CHFU 52",0,0,0,0.01,0,0.04
"D4 CHFU 53",0,0,0,0.01,0,0.04
"D4 CHFU 54",0,0,0,0.01,0,0.04
"D4 CHFU 55",0,0,0,0.01,0,0.04
"D4 CHFU 56",0,0,0,0.01,0,0.04
"D4 CHFU 57",0,0,0,0.01,0,0.04
"D4 CHFU 58",0,0,0,0.01,0,0.04
"D4 CHFU 59",0,0,0,0.01,0,0.04
"D4 CHFU 6",0,0,0,0.01,0,0.04
"D4 CHFU 60",0,0,0,0.01,0,0.04
"D4 CHFU 61",0,0,0,0.01,0,0.04
"D4 CHFU 62",0,0,0,0.01,0,0.04
"D4 CHFU 63",0,0,0,0.01,0,0.04
"D4 CHFU 64",0,0,0,0.01,0,0.04
"D4 CHFU 65",0,0,0,0.01,0,0.04
"D4 CHFU 66",0,0,0,0.01,0,0.04
"D4 CHFU 67",0,0,0,0.01,0,0.04
"D4 CHFU 68",0,0,0,0.01,0,0.04
"D4 CHFU 69",0,0,0,0.01,0,0.04
"D4 CHFU 7",0,0,0,0.01,0,0.04
"D4 CHFU 70",0,0,0,0.01,0,0.04
"D4 CHFU 71",0,0,0,0.01,0,0.04
"D4 CHFU 72",0,0,0,0.01,0,0.04
"D4 CHFU 73",0,0,0,0.01,0,0.04
"D4 CHFU 74",0,0,0,0.01,0,0.04
"D4 CHFU 75",0,0,0,0.01,0,0.04
"D4 CHFU 76",0,0,0,0.01,0,0.04
"D4 CHFU 77",0,0,0,0.01,0,0.04
"D4 CHFU 78",0,0,0,0.01,0,0.04
"D4 CHFU 79",0,0,0,0.01,0,0.04
"D4 CHFU 8",0,0,0,0.01,0,0.04
"D4 CHFU 80",0,0,0,0.01,0,0.04
"D4 CHFU 81",0,0,0,0.01,0,0.04
"D4 CHFU 82",0,0,0,0.01,0,0.04
"D4 CHFU 83",0,0,0,0.01,0,0.04
"D4 CHFU 84",0,0,0,0.01,0,0.04
"D4 CHFU 85",0,0,0,0.01,0,0.04
"D4 CHFU 86",0,0,0,0.01,0,0.04
"D4 CHFU 87",0,0,0,0.01,0,0.04
"D4 CHFU 88",0,0,0,0.01,0,0.04
"D4 CHFU 89",0,0,0,0.01,0,0.04
