"year";"month";"day";"plot";"subplot";"species";"individuals"
"2019";"5";"14";3;"C5";"BEMA";0
"2019";"5";"14";3;"C6";"BEMA";0
"2019";"5";"14";3;"D1";"BEMA";0
"2019";"5";"14";3;"D2";"BEMA";0
"2019";"5";"14";3;"D3";"BEMA";0
"2019";"5";"14";3;"D4";"BEMA";0
"2019";"5";"14";3;"D5";"BEMA";0
"2019";"5";"14";3;"D6";"BEMA";0
"2019";"5";"14";3;"E1";"BEMA";0
"2019";"5";"14";3;"E2";"BEMA";0
"2019";"5";"14";3;"E3";"BEMA";0
"2019";"5";"14";3;"E4";"BEMA";0
"2019";"5";"14";3;"E5";"BEMA";0
"2019";"5";"14";3;"E6";"BEMA";0
"2019";"5";"14";3;"F1";"BEMA";0
"2019";"5";"14";3;"F2";"BEMA";0
"2019";"5";"14";3;"F3";"BEMA";0
"2019";"5";"14";3;"F4";"BEMA";0
"2019";"5";"14";3;"F5";"BEMA";0
"2019";"5";"14";3;"F6";"BEMA";0
"2019";"5";"14";4;"A1";"BEMA";0
"2019";"5";"14";4;"A2";"BEMA";0
"2019";"5";"14";4;"A3";"BEMA";1
"2019";"5";"14";4;"A4";"BEMA";2
"2019";"5";"14";4;"A5";"BEMA";0
"2019";"5";"14";4;"A6";"BEMA";0
"2019";"5";"14";4;"B1";"BEMA";0
"2019";"5";"14";4;"B2";"BEMA";0
"2019";"5";"14";4;"B3";"BEMA";2
"2019";"5";"14";4;"B4";"BEMA";0
"2019";"5";"14";4;"B5";"BEMA";3
"2019";"5";"14";4;"B6";"BEMA";0
"2019";"5";"14";4;"C1";"BEMA";1
"2019";"5";"14";4;"C2";"BEMA";0
"2019";"5";"14";4;"C3";"BEMA";0
"2019";"5";"14";4;"C4";"BEMA";0
"2019";"5";"14";4;"C5";"BEMA";0
"2019";"5";"14";4;"C6";"BEMA";0
"2019";"5";"14";4;"D1";"BEMA";0
"2019";"5";"14";4;"D2";"BEMA";0
"2019";"5";"14";4;"D3";"BEMA";0
"2019";"5";"14";4;"D4";"BEMA";0
"2019";"5";"14";4;"D5";"BEMA";0
"2019";"5";"14";4;"D6";"BEMA";0
"2019";"5";"14";4;"E1";"BEMA";2
"2019";"5";"14";4;"E2";"BEMA";0
"2019";"5";"14";4;"E3";"BEMA";0
"2019";"5";"14";4;"E4";"BEMA";0
"2019";"5";"14";4;"E5";"BEMA";1
"2019";"5";"14";4;"E6";"BEMA";0
"2019";"5";"14";4;"F1";"BEMA";0
"2019";"5";"14";4;"F2";"BEMA";0
"2019";"5";"14";4;"F3";"BEMA";0
"2019";"5";"14";4;"F4";"BEMA";0
"2019";"5";"14";4;"F5";"BEMA";0
"2019";"5";"14";4;"F6";"BEMA";0
"2019";"5";"14";5;"A1";"BEMA";0
"2019";"5";"14";5;"A2";"BEMA";0
"2019";"5";"14";5;"A3";"BEMA";0
"2019";"5";"14";5;"A4";"BEMA";0
"2019";"5";"14";5;"A5";"BEMA";0
"2019";"5";"14";5;"A6";"BEMA";0
"2019";"5";"14";5;"B1";"BEMA";0
"2019";"5";"14";5;"B2";"BEMA";0
"2019";"5";"14";5;"B3";"BEMA";0
"2019";"5";"14";5;"B4";"BEMA";0
"2019";"5";"14";5;"B5";"BEMA";0
"2019";"5";"14";5;"B6";"BEMA";0
"2019";"5";"14";5;"C1";"BEMA";0
"2019";"5";"14";5;"C2";"BEMA";0
"2019";"5";"14";5;"C3";"BEMA";0
"2019";"5";"14";5;"C4";"BEMA";0
"2019";"5";"14";5;"C5";"BEMA";0
"2019";"5";"14";5;"C6";"BEMA";0
"2019";"5";"14";5;"D1";"BEMA";0
"2019";"5";"14";5;"D2";"BEMA";0
"2019";"5";"14";5;"D3";"BEMA";0
"2019";"5";"14";5;"D4";"BEMA";0
"2019";"5";"14";5;"D5";"BEMA";0
"2019";"5";"14";5;"D6";"BEMA";0
"2019";"5";"14";5;"E1";"BEMA";0
"2019";"5";"14";5;"E2";"BEMA";0
"2019";"5";"14";5;"E3";"BEMA";0
"2019";"5";"14";5;"E4";"BEMA";0
"2019";"5";"14";5;"E5";"BEMA";0
"2019";"5";"14";5;"E6";"BEMA";0
"2019";"5";"14";5;"F1";"BEMA";0
"2019";"5";"14";5;"F2";"BEMA";0
"2019";"5";"14";5;"F3";"BEMA";0
"2019";"5";"14";5;"F4";"BEMA";0
"2019";"5";"14";5;"F5";"BEMA";0
"2019";"5";"14";5;"F6";"BEMA";0
"2019";"5";"14";6;"A1";"BEMA";0
"2019";"5";"14";6;"A2";"BEMA";0
"2019";"5";"14";6;"A3";"BEMA";0
"2019";"5";"14";6;"A4";"BEMA";0
"2019";"5";"14";6;"A5";"BEMA";0
"2019";"5";"14";6;"A6";"BEMA";0
"2019";"5";"14";6;"B1";"BEMA";0
"2019";"5";"14";6;"B2";"BEMA";0
"2019";"5";"14";6;"B3";"BEMA";0
"2019";"5";"14";6;"B4";"BEMA";0
"2019";"5";"14";6;"B5";"BEMA";0
"2019";"5";"14";6;"B6";"BEMA";0
"2019";"5";"14";6;"C1";"BEMA";0
"2019";"5";"14";6;"C2";"BEMA";0
"2019";"5";"14";6;"C3";"BEMA";0
"2019";"5";"14";6;"C4";"BEMA";0
"2019";"5";"14";6;"C5";"BEMA";0
"2019";"5";"14";6;"C6";"BEMA";0
"2019";"5";"14";6;"D1";"BEMA";0
"2019";"5";"14";6;"D2";"BEMA";0
"2019";"5";"14";6;"D3";"BEMA";0
"2019";"5";"14";6;"D4";"BEMA";0
"2019";"5";"14";6;"D5";"BEMA";0
"2019";"5";"14";6;"D6";"BEMA";0
"2019";"5";"14";6;"E1";"BEMA";0
"2019";"5";"14";6;"E2";"BEMA";0
"2019";"5";"14";6;"E3";"BEMA";0
"2019";"5";"14";6;"E4";"BEMA";0
"2019";"5";"14";6;"E5";"BEMA";0
"2019";"5";"14";6;"E6";"BEMA";0
"2019";"5";"14";6;"F1";"BEMA";0
"2019";"5";"14";6;"F2";"BEMA";0
"2019";"5";"14";6;"F3";"BEMA";0
"2019";"5";"14";6;"F4";"BEMA";0
"2019";"5";"14";6;"F5";"BEMA";0
"2019";"5";"14";6;"F6";"BEMA";0
"2019";"5";"20";7;"A1";"BEMA";20
"2019";"5";"20";7;"A2";"BEMA";25
"2019";"5";"20";7;"A3";"BEMA";30
"2019";"5";"20";7;"A4";"BEMA";15
"2019";"5";"20";7;"A5";"BEMA";12
"2019";"5";"20";7;"A6";"BEMA";10
"2019";"5";"20";7;"B1";"BEMA";10
"2019";"5";"20";7;"B2";"BEMA";25
"2019";"5";"20";7;"B3";"BEMA";30
"2019";"5";"20";7;"B4";"BEMA";10
"2019";"5";"20";7;"B5";"BEMA";3
"2019";"5";"20";7;"B6";"BEMA";6
"2019";"5";"20";7;"C1";"BEMA";15
"2019";"5";"20";7;"C2";"BEMA";20
"2019";"5";"20";7;"C3";"BEMA";15
"2019";"5";"20";7;"C4";"BEMA";5
"2019";"5";"20";7;"C5";"BEMA";6
"2019";"5";"20";7;"C6";"BEMA";4
"2019";"5";"20";7;"D1";"BEMA";30
"2019";"5";"20";7;"D2";"BEMA";35
"2019";"5";"20";7;"D3";"BEMA";30
"2019";"5";"20";7;"D4";"BEMA";25
"2019";"5";"20";7;"D5";"BEMA";10
"2019";"5";"20";7;"D6";"BEMA";10
"2019";"5";"20";7;"E1";"BEMA";30
"2019";"5";"20";7;"E2";"BEMA";30
"2019";"5";"20";7;"E3";"BEMA";20
"2019";"5";"20";7;"E4";"BEMA";20
"2019";"5";"20";7;"E5";"BEMA";10
"2019";"5";"20";7;"E6";"BEMA";5
"2019";"5";"20";7;"F1";"BEMA";35
"2019";"5";"20";7;"F2";"BEMA";20
"2019";"5";"20";7;"F3";"BEMA";25
"2019";"5";"20";7;"F4";"BEMA";20
"2019";"5";"20";7;"F5";"BEMA";30
"2019";"5";"20";7;"F6";"BEMA";25
"2019";"5";"20";8;"A1";"BEMA";30
"2019";"5";"20";8;"A2";"BEMA";15
"2019";"5";"20";8;"A3";"BEMA";6
"2019";"5";"20";8;"A4";"BEMA";4
"2019";"5";"20";8;"A5";"BEMA";8
"2019";"5";"20";8;"A6";"BEMA";15
"2019";"5";"20";8;"B1";"BEMA";10
"2019";"5";"20";8;"B2";"BEMA";15
"2019";"5";"20";8;"B3";"BEMA";5
"2019";"5";"20";8;"B4";"BEMA";5
"2019";"5";"20";8;"B5";"BEMA";6
"2019";"5";"20";8;"B6";"BEMA";3
"2019";"5";"20";8;"C1";"BEMA";15
"2019";"5";"20";8;"C2";"BEMA";3
"2019";"5";"20";8;"C3";"BEMA";0
"2019";"5";"20";8;"C4";"BEMA";0
"2019";"5";"20";8;"C5";"BEMA";9
"2019";"5";"20";8;"C6";"BEMA";15
"2019";"5";"20";8;"D1";"BEMA";9
"2019";"5";"20";8;"D2";"BEMA";5
"2019";"5";"20";8;"D3";"BEMA";0
"2019";"5";"20";8;"D4";"BEMA";0
"2019";"5";"20";8;"D5";"BEMA";10
"2019";"5";"20";8;"D6";"BEMA";10
"2019";"5";"20";8;"E1";"BEMA";7
"2019";"5";"20";8;"E2";"BEMA";4
"2019";"5";"20";8;"E3";"BEMA";3
"2019";"5";"20";8;"E4";"BEMA";0
"2019";"5";"20";8;"E5";"BEMA";0
"2019";"5";"20";8;"E6";"BEMA";4
"2019";"5";"20";8;"F1";"BEMA";30
"2019";"5";"20";8;"F2";"BEMA";25
"2019";"5";"20";8;"F3";"BEMA";20
"2019";"5";"20";8;"F4";"BEMA";30
"2019";"5";"20";8;"F5";"BEMA";10
"2019";"5";"20";8;"F6";"BEMA";6
"2019";"5";"20";9;"A1";"BEMA";0
"2019";"5";"20";9;"A2";"BEMA";0
"2019";"5";"20";9;"A3";"BEMA";0
"2019";"5";"20";9;"A4";"BEMA";0
"2019";"5";"20";9;"A5";"BEMA";0
"2019";"5";"20";9;"A6";"BEMA";0
"2019";"5";"20";9;"B1";"BEMA";0
"2019";"5";"20";9;"B2";"BEMA";0
"2019";"5";"20";9;"B3";"BEMA";0
"2019";"5";"20";9;"B4";"BEMA";0
"2019";"5";"20";9;"B5";"BEMA";0
"2019";"5";"20";9;"B6";"BEMA";0
"2019";"5";"20";9;"C1";"BEMA";0
"2019";"5";"20";9;"C2";"BEMA";0
"2019";"5";"20";9;"C3";"BEMA";0
"2019";"5";"20";9;"C4";"BEMA";0
"2019";"5";"20";9;"C5";"BEMA";0
"2019";"5";"20";9;"C6";"BEMA";0
"2019";"5";"20";9;"D1";"BEMA";0
"2019";"5";"20";9;"D2";"BEMA";0
"2019";"5";"20";9;"D3";"BEMA";0
"2019";"5";"20";9;"D4";"BEMA";0
"2019";"5";"20";9;"D5";"BEMA";0
"2019";"5";"20";9;"D6";"BEMA";0
"2019";"5";"20";9;"E1";"BEMA";1
"2019";"5";"20";9;"E2";"BEMA";0
"2019";"5";"20";9;"E3";"BEMA";1
"2019";"5";"20";9;"E4";"BEMA";0
"2019";"5";"20";9;"E5";"BEMA";0
"2019";"5";"20";9;"E6";"BEMA";0
"2019";"5";"20";9;"F1";"BEMA";0
"2019";"5";"20";9;"F2";"BEMA";0
"2019";"5";"20";9;"F3";"BEMA";0
"2019";"5";"20";9;"F4";"BEMA";0
"2019";"5";"20";9;"F5";"BEMA";0
"2019";"5";"20";9;"F6";"BEMA";0
"2019";"5";"28";1;"A1";"CETE";0
"2019";"5";"28";1;"A2";"CETE";0
"2019";"5";"28";1;"A3";"CETE";0
"2019";"5";"28";1;"A4";"CETE";0
"2019";"5";"28";1;"A5";"CETE";0
"2019";"5";"28";1;"A6";"CETE";0
"2019";"5";"28";1;"B1";"CETE";0
"2019";"5";"28";1;"B2";"CETE";0
"2019";"5";"28";1;"B3";"CETE";0
"2019";"5";"28";1;"B4";"CETE";0
"2019";"5";"28";1;"B5";"CETE";0
"2019";"5";"28";1;"B6";"CETE";0
"2019";"5";"28";1;"C1";"CETE";0
"2019";"5";"28";1;"C2";"CETE";0
"2019";"5";"28";1;"C3";"CETE";0
"2019";"5";"28";1;"C4";"CETE";0
"2019";"5";"28";1;"C5";"CETE";0
"2019";"5";"28";1;"C6";"CETE";0
"2019";"5";"28";1;"D1";"CETE";0
"2019";"5";"28";1;"D2";"CETE";0
"2019";"5";"28";1;"D3";"CETE";0
"2019";"5";"28";1;"D4";"CETE";0
"2019";"5";"28";1;"D5";"CETE";0
"2019";"5";"28";1;"D6";"CETE";0
"2019";"5";"28";1;"E1";"CETE";0
"2019";"5";"28";1;"E2";"CETE";0
"2019";"5";"28";1;"E3";"CETE";0
"2019";"5";"28";1;"E4";"CETE";0
"2019";"5";"28";1;"E5";"CETE";0
"2019";"5";"28";1;"E6";"CETE";0
"2019";"5";"28";1;"F1";"CETE";0
"2019";"5";"28";1;"F2";"CETE";0
"2019";"5";"28";1;"F3";"CETE";0
"2019";"5";"28";1;"F4";"CETE";0
"2019";"5";"28";1;"F5";"CETE";0
"2019";"5";"28";1;"F6";"CETE";0
"2019";"5";"28";2;"A1";"CETE";0
"2019";"5";"28";2;"A2";"CETE";0
"2019";"5";"28";2;"A3";"CETE";0
"2019";"5";"28";2;"A4";"CETE";4
"2019";"5";"28";2;"A5";"CETE";2
"2019";"5";"28";2;"A6";"CETE";0
"2019";"5";"28";2;"B1";"CETE";0
"2019";"5";"28";2;"B2";"CETE";0
"2019";"5";"28";2;"B3";"CETE";0
"2019";"5";"28";2;"B4";"CETE";2
"2019";"5";"28";2;"B5";"CETE";0
"2019";"5";"28";2;"B6";"CETE";0
"2019";"5";"28";2;"C1";"CETE";0
"2019";"5";"28";2;"C2";"CETE";1
"2019";"5";"28";2;"C3";"CETE";0
"2019";"5";"28";2;"C4";"CETE";2
"2019";"5";"28";2;"C5";"CETE";0
"2019";"5";"28";2;"C6";"CETE";1
"2019";"5";"28";2;"D1";"CETE";0
"2019";"5";"28";2;"D2";"CETE";0
"2019";"5";"28";2;"D3";"CETE";0
"2019";"5";"28";2;"D4";"CETE";0
"2019";"5";"28";2;"D5";"CETE";0
"2019";"5";"28";2;"D6";"CETE";0
"2019";"5";"28";2;"E1";"CETE";0
"2019";"5";"28";2;"E2";"CETE";0
"2019";"5";"28";2;"E3";"CETE";0
"2019";"5";"28";2;"E4";"CETE";0
"2019";"5";"28";2;"E5";"CETE";0
"2019";"5";"28";2;"E6";"CETE";4
"2019";"5";"28";2;"F1";"CETE";0
"2019";"5";"28";2;"F2";"CETE";0
"2019";"5";"28";2;"F3";"CETE";0
"2019";"5";"28";2;"F4";"CETE";4
"2019";"5";"28";2;"F5";"CETE";7
"2019";"5";"28";2;"F6";"CETE";0
"2019";"5";"28";3;"A1";"CETE";0
"2019";"5";"28";3;"A2";"CETE";0
"2019";"5";"28";3;"A3";"CETE";0
"2019";"5";"28";3;"A4";"CETE";0
"2019";"5";"28";3;"A5";"CETE";0
"2019";"5";"28";3;"A6";"CETE";0
"2019";"5";"28";3;"B1";"CETE";0
"2019";"5";"28";3;"B2";"CETE";0
"2019";"5";"28";3;"B3";"CETE";0
"2019";"5";"28";3;"B4";"CETE";0
"2019";"5";"28";3;"B5";"CETE";0
"2019";"5";"28";3;"B6";"CETE";0
"2019";"5";"28";3;"C1";"CETE";0
"2019";"5";"28";3;"C2";"CETE";0
"2019";"5";"28";3;"C3";"CETE";0
"2019";"5";"28";3;"C4";"CETE";0
"2019";"5";"28";3;"C5";"CETE";0
"2019";"5";"28";3;"C6";"CETE";0
"2019";"5";"28";3;"D1";"CETE";0
"2019";"5";"28";3;"D2";"CETE";0
"2019";"5";"28";3;"D3";"CETE";0
"2019";"5";"28";3;"D4";"CETE";0
"2019";"5";"28";3;"D5";"CETE";0
"2019";"5";"28";3;"D6";"CETE";0
"2019";"5";"28";3;"E1";"CETE";0
"2019";"5";"28";3;"E2";"CETE";0
"2019";"5";"28";3;"E3";"CETE";0
"2019";"5";"28";3;"E4";"CETE";0
"2019";"5";"28";3;"E5";"CETE";0
"2019";"5";"28";3;"E6";"CETE";0
"2019";"5";"28";3;"F1";"CETE";0
"2019";"5";"28";3;"F2";"CETE";0
"2019";"5";"28";3;"F3";"CETE";0
"2019";"5";"28";3;"F4";"CETE";0
"2019";"5";"28";3;"F5";"CETE";0
"2019";"5";"28";3;"F6";"CETE";0
"2019";"5";"28";4;"A1";"CETE";0
"2019";"5";"28";4;"A2";"CETE";0
"2019";"5";"28";4;"A3";"CETE";2
"2019";"5";"28";4;"A4";"CETE";0
"2019";"5";"28";4;"A5";"CETE";0
"2019";"5";"28";4;"A6";"CETE";0
"2019";"5";"28";4;"B1";"CETE";0
"2019";"5";"28";4;"B2";"CETE";0
"2019";"5";"28";4;"B3";"CETE";0
"2019";"5";"28";4;"B4";"CETE";0
"2019";"5";"28";4;"B5";"CETE";0
"2019";"5";"28";4;"B6";"CETE";0
"2019";"5";"28";4;"C1";"CETE";0
"2019";"5";"28";4;"C2";"CETE";0
"2019";"5";"28";4;"C3";"CETE";0
"2019";"5";"28";4;"C4";"CETE";0
"2019";"5";"28";4;"C5";"CETE";0
"2019";"5";"28";4;"C6";"CETE";0
"2019";"5";"28";4;"D1";"CETE";1
"2019";"5";"28";4;"D2";"CETE";0
"2019";"5";"28";4;"D3";"CETE";0
"2019";"5";"28";4;"D4";"CETE";0
"2019";"5";"28";4;"D5";"CETE";0
"2019";"5";"28";4;"D6";"CETE";0
"2019";"5";"28";4;"E1";"CETE";0
"2019";"5";"28";4;"E2";"CETE";0
"2019";"5";"28";4;"E3";"CETE";0
"2019";"5";"28";4;"E4";"CETE";0
"2019";"5";"28";4;"E5";"CETE";0
"2019";"5";"28";4;"E6";"CETE";0
"2019";"5";"28";4;"F1";"CETE";0
"2019";"5";"28";4;"F2";"CETE";0
"2019";"5";"28";4;"F3";"CETE";0
"2019";"5";"28";4;"F4";"CETE";0
"2019";"5";"28";4;"F5";"CETE";0
"2019";"5";"28";4;"F6";"CETE";0
"2019";"5";"28";5;"A1";"CETE";0
"2019";"5";"28";5;"A2";"CETE";0
"2019";"5";"28";5;"A3";"CETE";0
"2019";"5";"28";5;"A4";"CETE";0
"2019";"5";"28";5;"A5";"CETE";0
"2019";"5";"28";5;"A6";"CETE";0
"2019";"5";"28";5;"B1";"CETE";0
"2019";"5";"28";5;"B2";"CETE";0
"2019";"5";"28";5;"B3";"CETE";0
"2019";"5";"28";5;"B4";"CETE";0
"2019";"5";"28";5;"B5";"CETE";0
"2019";"5";"28";5;"B6";"CETE";0
"2019";"5";"28";5;"C1";"CETE";0
"2019";"5";"28";5;"C2";"CETE";0
"2019";"5";"28";5;"C3";"CETE";0
"2019";"5";"28";5;"C4";"CETE";0
"2019";"5";"28";5;"C5";"CETE";0
"2019";"5";"28";5;"C6";"CETE";0
"2019";"5";"28";5;"D1";"CETE";0
"2019";"5";"28";5;"D2";"CETE";0
"2019";"5";"28";5;"D3";"CETE";0
"2019";"5";"28";5;"D4";"CETE";0
"2019";"5";"28";5;"D5";"CETE";0
"2019";"5";"28";5;"D6";"CETE";0
"2019";"5";"28";5;"E1";"CETE";0
"2019";"5";"28";5;"E2";"CETE";0
"2019";"5";"28";5;"E3";"CETE";2
"2019";"5";"28";5;"E4";"CETE";0
"2019";"5";"28";5;"E5";"CETE";0
"2019";"5";"28";5;"E6";"CETE";0
"2019";"5";"28";5;"F1";"CETE";0
"2019";"5";"28";5;"F2";"CETE";0
"2019";"5";"28";5;"F3";"CETE";0
"2019";"5";"28";5;"F4";"CETE";0
"2019";"5";"28";5;"F5";"CETE";0
"2019";"5";"28";5;"F6";"CETE";0
"2019";"5";"28";6;"A1";"CETE";0
"2019";"5";"28";6;"A2";"CETE";0
"2019";"5";"28";6;"A3";"CETE";0
"2019";"5";"28";6;"A4";"CETE";0
"2019";"5";"28";6;"A5";"CETE";0
"2019";"5";"28";6;"A6";"CETE";0
"2019";"5";"28";6;"B1";"CETE";0
"2019";"5";"28";6;"B2";"CETE";0
"2019";"5";"28";6;"B3";"CETE";0
"2019";"5";"28";6;"B4";"CETE";0
"2019";"5";"28";6;"B5";"CETE";0
"2019";"5";"28";6;"B6";"CETE";0
"2019";"5";"28";6;"C1";"CETE";0
"2019";"5";"28";6;"C2";"CETE";0
"2019";"5";"28";6;"C3";"CETE";0
"2019";"5";"28";6;"C4";"CETE";0
"2019";"5";"28";6;"C5";"CETE";0
"2019";"5";"28";6;"C6";"CETE";0
"2019";"5";"28";6;"D1";"CETE";0
"2019";"5";"28";6;"D2";"CETE";0
"2019";"5";"28";6;"D3";"CETE";0
"2019";"5";"28";6;"D4";"CETE";0
"2019";"5";"28";6;"D5";"CETE";0
"2019";"5";"28";6;"D6";"CETE";0
"2019";"5";"28";6;"E1";"CETE";0
"2019";"5";"28";6;"E2";"CETE";0
"2019";"5";"28";6;"E3";"CETE";0
"2019";"5";"28";6;"E4";"CETE";1
"2019";"5";"28";6;"E5";"CETE";0
"2019";"5";"28";6;"E6";"CETE";0
"2019";"5";"28";6;"F1";"CETE";0
"2019";"5";"28";6;"F2";"CETE";0
"2019";"5";"28";6;"F3";"CETE";0
"2019";"5";"28";6;"F4";"CETE";0
"2019";"5";"28";6;"F5";"CETE";0
"2019";"5";"28";6;"F6";"CETE";0
"2019";"5";"28";7;"A1";"CETE";6
"2019";"5";"28";7;"A2";"CETE";4
"2019";"5";"28";7;"A3";"CETE";0
"2019";"5";"28";7;"A4";"CETE";7
"2019";"5";"28";7;"A5";"CETE";6
"2019";"5";"28";7;"A6";"CETE";4
"2019";"5";"28";7;"B1";"CETE";3
"2019";"5";"28";7;"B2";"CETE";0
"2019";"5";"28";7;"B3";"CETE";0
"2019";"5";"28";7;"B4";"CETE";3
"2019";"5";"28";7;"B5";"CETE";4
"2019";"5";"28";7;"B6";"CETE";9
"2019";"5";"28";7;"C1";"CETE";7
"2019";"5";"28";7;"C2";"CETE";3
"2019";"5";"28";7;"C3";"CETE";5
"2019";"5";"28";7;"C4";"CETE";7
"2019";"5";"28";7;"C5";"CETE";5
"2019";"5";"28";7;"C6";"CETE";3
"2019";"5";"28";7;"D1";"CETE";0
"2019";"5";"28";7;"D2";"CETE";2
"2019";"5";"28";7;"D3";"CETE";0
"2019";"5";"28";7;"D4";"CETE";0
"2019";"5";"28";7;"D5";"CETE";2
"2019";"5";"28";7;"D6";"CETE";7
"2019";"5";"28";7;"E1";"CETE";0
"2019";"5";"28";7;"E2";"CETE";0
"2019";"5";"28";7;"E3";"CETE";12
"2019";"5";"28";7;"E4";"CETE";10
"2019";"5";"28";7;"E5";"CETE";6
"2019";"5";"28";7;"E6";"CETE";10
"2019";"5";"28";7;"F1";"CETE";0
"2019";"5";"28";7;"F2";"CETE";1
"2019";"5";"28";7;"F3";"CETE";0
"2019";"5";"28";7;"F4";"CETE";6
"2019";"5";"28";7;"F5";"CETE";4
"2019";"5";"28";7;"F6";"CETE";2
"2019";"5";"28";8;"A1";"CETE";20
"2019";"5";"28";8;"A2";"CETE";30
"2019";"5";"28";8;"A3";"CETE";40
"2019";"5";"28";8;"A4";"CETE";30
"2019";"5";"28";8;"A5";"CETE";20
"2019";"5";"28";8;"A6";"CETE";15
"2019";"5";"28";8;"B1";"CETE";10
"2019";"5";"28";8;"B2";"CETE";20
"2019";"5";"28";8;"B3";"CETE";40
"2019";"5";"28";8;"B4";"CETE";20
"2019";"5";"28";8;"B5";"CETE";15
"2019";"5";"28";8;"B6";"CETE";9
"2019";"5";"28";8;"C1";"CETE";20
"2019";"5";"28";8;"C2";"CETE";20
"2019";"5";"28";8;"C3";"CETE";25
"2019";"5";"28";8;"C4";"CETE";30
