year;month;day;plot;subplot;focal;fruit;competitor;number
2019;5;14;2;B6;BEMA;9;SPRU;0
2019;5;14;2;B6;BEMA;7;SPRU;0
2019;5;14;2;B6;BEMA;20;SUSP;0
2019;5;14;2;B6;BEMA;11;SUSP;0
2019;5;14;2;B6;BEMA;10;SUSP;0
2019;5;14;2;B6;BEMA;9;SUSP;0
2019;5;14;2;B6;BEMA;7;SUSP;0
2019;5;14;4;A3;BEMA;6;BEMA;0
2019;5;14;4;A3;BEMA;6;CETE;0
2019;5;14;4;A3;BEMA;6;CHFU;0
2019;5;14;4;A3;BEMA;6;CHMI;0
2019;5;14;4;A3;BEMA;6;COSQ;0
2019;5;14;4;A3;BEMA;6;FRPU;0
2019;5;14;4;A3;BEMA;6;HOMA;25
2019;5;14;4;A3;BEMA;6;LEMA;0
2019;5;14;4;A3;BEMA;6;LYTR;0
2019;5;14;4;A3;BEMA;6;MEEL;0
2019;5;14;4;A3;BEMA;6;MEPO;0
2019;5;14;4;A3;BEMA;6;MESU;0
2019;5;14;4;A3;BEMA;6;PAIN;0
2019;5;14;4;A3;BEMA;6;PLCO;0
2019;5;14;4;A3;BEMA;6;POMA;0
2019;5;14;4;A3;BEMA;6;POMO;0
2019;5;14;4;A3;BEMA;6;PUPA;0
2019;5;14;4;A3;BEMA;6;RAPE;0
2019;5;14;4;A3;BEMA;6;SASO;0
2019;5;14;4;A3;BEMA;6;SCLA;0
2019;5;14;4;A3;BEMA;6;SOAS;0
2019;5;14;4;A3;BEMA;6;SPRU;0
2019;5;14;4;A3;BEMA;6;SUSP;0
2019;5;14;4;A4;BEMA;4;BEMA;0
2019;5;14;4;A4;BEMA;4;CETE;0
2019;5;14;4;A4;BEMA;4;CHFU;0
2019;5;14;4;A4;BEMA;4;CHMI;0
2019;5;14;4;A4;BEMA;4;COSQ;0
2019;5;14;4;A4;BEMA;4;FRPU;0
2019;5;14;4;A4;BEMA;4;HOMA;30
2019;5;14;4;A4;BEMA;4;LEMA;0
2019;5;14;4;A4;BEMA;4;LYTR;0
2019;5;14;4;A4;BEMA;4;MEEL;0
2019;5;14;4;A4;BEMA;4;MEPO;0
2019;5;14;4;A4;BEMA;4;MESU;0
2019;5;14;4;A4;BEMA;4;PAIN;0
2019;5;14;4;A4;BEMA;4;PLCO;0
2019;5;14;4;A4;BEMA;4;POMA;0
2019;5;14;4;A4;BEMA;4;POMO;0
2019;5;14;4;A4;BEMA;4;PUPA;0
2019;5;14;4;A4;BEMA;4;RAPE;0
2019;5;14;4;A4;BEMA;4;SASO;0
2019;5;14;4;A4;BEMA;4;SCLA;0
2019;5;14;4;A4;BEMA;4;SOAS;0
2019;5;14;4;A4;BEMA;4;SPRU;0
2019;5;14;4;A4;BEMA;4;SUSP;0
2019;5;14;4;B3;BEMA;12;BEMA;0
2019;5;14;4;B3;BEMA;6;BEMA;0
2019;5;14;4;B3;BEMA;12;CETE;0
2019;5;14;4;B3;BEMA;6;CETE;0
2019;5;14;4;B3;BEMA;12;CHFU;0
2019;5;14;4;B3;BEMA;6;CHFU;0
2019;5;14;4;B3;BEMA;12;CHMI;0
2019;5;14;4;B3;BEMA;6;CHMI;0
2019;5;14;4;B3;BEMA;12;COSQ;0
2019;5;14;4;B3;BEMA;6;COSQ;0
2019;5;14;4;B3;BEMA;12;FRPU;0
2019;5;14;4;B3;BEMA;6;FRPU;0
2019;5;14;4;B3;BEMA;12;HOMA;25
2019;5;14;4;B3;BEMA;6;HOMA;30
2019;5;14;4;B3;BEMA;12;LEMA;1
2019;5;14;4;B3;BEMA;6;LEMA;2
2019;5;14;4;B3;BEMA;12;LYTR;0
2019;5;14;4;B3;BEMA;6;LYTR;0
2019;5;14;4;B3;BEMA;12;MEEL;0
2019;5;14;4;B3;BEMA;6;MEEL;0
2019;5;14;4;B3;BEMA;12;MEPO;0
2019;5;14;4;B3;BEMA;6;MEPO;0
2019;5;14;4;B3;BEMA;12;MESU;0
2019;5;14;4;B3;BEMA;6;MESU;0
2019;5;14;4;B3;BEMA;12;PAIN;0
2019;5;14;4;B3;BEMA;6;PAIN;0
2019;5;14;4;B3;BEMA;12;PLCO;0
2019;5;14;4;B3;BEMA;6;PLCO;0
2019;5;14;4;B3;BEMA;12;POMA;0
2019;5;14;4;B3;BEMA;6;POMA;0
2019;5;14;4;B3;BEMA;12;POMO;1
2019;5;14;4;B3;BEMA;6;POMO;0
2019;5;14;4;B3;BEMA;12;PUPA;0
2019;5;14;4;B3;BEMA;6;PUPA;0
2019;5;14;4;B3;BEMA;12;RAPE;0
2019;5;14;4;B3;BEMA;6;RAPE;0
2019;5;14;4;B3;BEMA;12;SASO;0
2019;5;14;4;B3;BEMA;6;SASO;0
2019;5;14;4;B3;BEMA;12;SCLA;0
2019;5;14;4;B3;BEMA;6;SCLA;0
2019;5;14;4;B3;BEMA;12;SOAS;0
2019;5;14;4;B3;BEMA;6;SOAS;0
2019;5;14;4;B3;BEMA;12;SPRU;0
2019;5;14;4;B3;BEMA;6;SPRU;0
2019;5;14;4;B3;BEMA;12;SUSP;0
2019;5;14;4;B3;BEMA;6;SUSP;0
2019;5;14;4;B5;BEMA;4;BEMA;0
2019;5;14;4;B5;BEMA;4;BEMA;0
2019;5;14;4;B5;BEMA;4;BEMA;0
2019;5;14;4;B5;BEMA;4;CETE;0
2019;5;14;4;B5;BEMA;4;CETE;0
2019;5;14;4;B5;BEMA;4;CETE;0
2019;5;14;4;B5;BEMA;4;CHFU;0
2019;5;14;4;B5;BEMA;4;CHFU;0
2019;5;14;4;B5;BEMA;4;CHFU;0
2019;5;14;4;B5;BEMA;4;CHMI;0
2019;5;14;4;B5;BEMA;4;CHMI;0
2019;5;14;4;B5;BEMA;4;CHMI;0
2019;5;14;4;B5;BEMA;4;COSQ;0
2019;5;14;4;B5;BEMA;4;COSQ;0
2019;5;14;4;B5;BEMA;4;COSQ;0
2019;5;14;4;B5;BEMA;4;FRPU;0
2019;5;14;4;B5;BEMA;4;FRPU;0
2019;5;14;4;B5;BEMA;4;FRPU;0
2019;5;14;4;B5;BEMA;4;HOMA;30
2019;5;14;4;B5;BEMA;4;HOMA;20
2019;5;14;4;B5;BEMA;4;HOMA;30
2019;5;14;4;B5;BEMA;4;LEMA;0
2019;5;14;4;B5;BEMA;4;LEMA;1
2019;5;14;4;B5;BEMA;4;LEMA;0
2019;5;14;4;B5;BEMA;4;LYTR;0
2019;5;14;4;B5;BEMA;4;LYTR;0
2019;5;14;4;B5;BEMA;4;LYTR;0
2019;5;14;4;B5;BEMA;4;MEEL;0
2019;5;14;4;B5;BEMA;4;MEEL;0
2019;5;14;4;B5;BEMA;4;MEEL;0
2019;5;14;4;B5;BEMA;4;MEPO;0
2019;5;14;4;B5;BEMA;4;MEPO;0
2019;5;14;4;B5;BEMA;4;MEPO;0
2019;5;14;4;B5;BEMA;4;MESU;0
2019;5;14;4;B5;BEMA;4;MESU;0
2019;5;14;4;B5;BEMA;4;MESU;0
2019;5;14;4;B5;BEMA;4;PAIN;0
2019;5;14;4;B5;BEMA;4;PAIN;0
2019;5;14;4;B5;BEMA;4;PAIN;0
2019;5;14;4;B5;BEMA;4;PLCO;0
2019;5;14;4;B5;BEMA;4;PLCO;0
2019;5;14;4;B5;BEMA;4;PLCO;0
2019;5;14;4;B5;BEMA;4;POMA;0
2019;5;14;4;B5;BEMA;4;POMA;0
2019;5;14;4;B5;BEMA;4;POMA;0
2019;5;14;4;B5;BEMA;4;POMO;0
2019;5;14;4;B5;BEMA;4;POMO;0
2019;5;14;4;B5;BEMA;4;POMO;0
2019;5;14;4;B5;BEMA;4;PUPA;0
2019;5;14;4;B5;BEMA;4;PUPA;0
2019;5;14;4;B5;BEMA;4;PUPA;0
2019;5;14;4;B5;BEMA;4;RAPE;0
2019;5;14;4;B5;BEMA;4;RAPE;0
2019;5;14;4;B5;BEMA;4;RAPE;0
2019;5;14;4;B5;BEMA;4;SASO;0
2019;5;14;4;B5;BEMA;4;SASO;0
2019;5;14;4;B5;BEMA;4;SASO;0
2019;5;14;4;B5;BEMA;4;SCLA;0
2019;5;14;4;B5;BEMA;4;SCLA;0
2019;5;14;4;B5;BEMA;4;SCLA;0
2019;5;14;4;B5;BEMA;4;SOAS;0
2019;5;14;4;B5;BEMA;4;SOAS;0
2019;5;14;4;B5;BEMA;4;SOAS;0
2019;5;14;4;B5;BEMA;4;SPRU;0
2019;5;14;4;B5;BEMA;4;SPRU;0
2019;5;14;4;B5;BEMA;4;SPRU;0
2019;5;14;4;B5;BEMA;4;SUSP;0
2019;5;14;4;B5;BEMA;4;SUSP;0
2019;5;14;4;B5;BEMA;4;SUSP;0
2019;5;14;4;C1;BEMA;4;BEMA;0
2019;5;14;4;C1;BEMA;4;CETE;0
2019;5;14;4;C1;BEMA;4;CHFU;0
2019;5;14;4;C1;BEMA;4;CHMI;0
2019;5;14;4;C1;BEMA;4;COSQ;0
2019;5;14;4;C1;BEMA;4;FRPU;0
2019;5;14;4;C1;BEMA;4;HOMA;20
2019;5;14;4;C1;BEMA;4;LEMA;0
2019;5;14;4;C1;BEMA;4;LYTR;0
2019;5;14;4;C1;BEMA;4;MEEL;0
2019;5;14;4;C1;BEMA;4;MEPO;0
2019;5;14;4;C1;BEMA;4;MESU;0
2019;5;14;4;C1;BEMA;4;PAIN;0
2019;5;14;4;C1;BEMA;4;PLCO;2
2019;5;14;4;C1;BEMA;4;POMA;0
2019;5;14;4;C1;BEMA;4;POMO;0
2019;5;14;4;C1;BEMA;4;PUPA;0
2019;5;14;4;C1;BEMA;4;RAPE;0
2019;5;14;4;C1;BEMA;4;SASO;0
2019;5;14;4;C1;BEMA;4;SCLA;0
2019;5;14;4;C1;BEMA;4;SOAS;0
2019;5;14;4;C1;BEMA;4;SPRU;0
2019;5;14;4;C1;BEMA;4;SUSP;0
2019;5;14;4;E1;BEMA;6;BEMA;0
2019;5;14;4;E1;BEMA;2;BEMA;0
2019;5;14;4;E1;BEMA;6;CETE;0
2019;5;14;4;E1;BEMA;2;CETE;0
2019;5;14;4;E1;BEMA;6;CHFU;0
2019;5;14;4;E1;BEMA;2;CHFU;0
2019;5;14;4;E1;BEMA;6;CHMI;0
2019;5;14;4;E1;BEMA;2;CHMI;0
2019;5;14;4;E1;BEMA;6;COSQ;0
2019;5;14;4;E1;BEMA;2;COSQ;0
2019;5;14;4;E1;BEMA;6;FRPU;0
2019;5;14;4;E1;BEMA;2;FRPU;0
2019;5;14;4;E1;BEMA;6;HOMA;5
2019;5;14;4;E1;BEMA;2;HOMA;20
2019;5;14;4;E1;BEMA;6;LEMA;0
2019;5;14;4;E1;BEMA;2;LEMA;0
2019;5;14;4;E1;BEMA;6;LYTR;0
2019;5;14;4;E1;BEMA;2;LYTR;0
2019;5;14;4;E1;BEMA;6;MEEL;0
2019;5;14;4;E1;BEMA;2;MEEL;0
2019;5;14;4;E1;BEMA;6;MEPO;0
2019;5;14;4;E1;BEMA;2;MEPO;0
2019;5;14;4;E1;BEMA;6;MESU;0
2019;5;14;4;E1;BEMA;2;MESU;0
2019;5;14;4;E1;BEMA;6;PAIN;0
2019;5;14;4;E1;BEMA;2;PAIN;0
2019;5;14;4;E1;BEMA;6;PLCO;0
2019;5;14;4;E1;BEMA;2;PLCO;0
2019;5;14;4;E1;BEMA;6;POMA;0
2019;5;14;4;E1;BEMA;2;POMA;0
2019;5;14;4;E1;BEMA;6;POMO;0
2019;5;14;4;E1;BEMA;2;POMO;0
2019;5;14;4;E1;BEMA;6;PUPA;0
2019;5;14;4;E1;BEMA;2;PUPA;0
2019;5;14;4;E1;BEMA;6;RAPE;0
2019;5;14;4;E1;BEMA;2;RAPE;0
2019;5;14;4;E1;BEMA;6;SASO;0
2019;5;14;4;E1;BEMA;2;SASO;0
2019;5;14;4;E1;BEMA;6;SCLA;0
2019;5;14;4;E1;BEMA;2;SCLA;0
2019;5;14;4;E1;BEMA;6;SOAS;0
2019;5;14;4;E1;BEMA;2;SOAS;0
2019;5;14;4;E1;BEMA;6;SPRU;0
2019;5;14;4;E1;BEMA;2;SPRU;0
2019;5;14;4;E1;BEMA;6;SUSP;0
2019;5;14;4;E1;BEMA;2;SUSP;0
2019;5;14;4;E5;BEMA;5;BEMA;0
2019;5;14;4;E5;BEMA;5;CETE;0
2019;5;14;4;E5;BEMA;5;CHFU;0
2019;5;14;4;E5;BEMA;5;CHMI;0
2019;5;14;4;E5;BEMA;5;COSQ;0
2019;5;14;4;E5;BEMA;5;FRPU;0
2019;5;14;4;E5;BEMA;5;HOMA;25
2019;5;14;4;E5;BEMA;5;LEMA;0
2019;5;14;4;E5;BEMA;5;LYTR;0
2019;5;14;4;E5;BEMA;5;MEEL;0
2019;5;14;4;E5;BEMA;5;MEPO;0
2019;5;14;4;E5;BEMA;5;MESU;0
2019;5;14;4;E5;BEMA;5;PAIN;2
2019;5;14;4;E5;BEMA;5;PLCO;0
2019;5;14;4;E5;BEMA;5;POMA;0
2019;5;14;4;E5;BEMA;5;POMO;0
2019;5;14;4;E5;BEMA;5;PUPA;0
2019;5;14;4;E5;BEMA;5;RAPE;0
2019;5;14;4;E5;BEMA;5;SASO;0
2019;5;14;4;E5;BEMA;5;SCLA;0
2019;5;14;4;E5;BEMA;5;SOAS;0
2019;5;14;4;E5;BEMA;5;SPRU;0
2019;5;14;4;E5;BEMA;5;SUSP;0
2019;5;20;7;A1;BEMA;6;BEMA;0
2019;5;20;7;A1;BEMA;6;CETE;0
2019;5;20;7;A1;BEMA;6;CHFU;0
2019;5;20;7;A1;BEMA;6;CHMI;0
2019;5;20;7;A1;BEMA;6;COSQ;0
2019;5;20;7;A1;BEMA;6;FRPU;0
2019;5;20;7;A1;BEMA;6;HOMA;0
2019;5;20;7;A1;BEMA;6;LEMA;0
2019;5;20;7;A1;BEMA;6;LYTR;0
2019;5;20;7;A1;BEMA;6;MEEL;0
2019;5;20;7;A1;BEMA;6;MEPO;0
2019;5;20;7;A1;BEMA;6;MESU;0
2019;5;20;7;A1;BEMA;6;PAIN;0
2019;5;20;7;A1;BEMA;6;PLCO;0
2019;5;20;7;A1;BEMA;6;POMA;3
2019;5;20;7;A1;BEMA;6;POMO;0
2019;5;20;7;A1;BEMA;6;PUPA;1
2019;5;20;7;A1;BEMA;6;RAPE;0
2019;5;20;7;A1;BEMA;6;SASO;0
2019;5;20;7;A1;BEMA;6;SCLA;0
2019;5;20;7;A1;BEMA;6;SOAS;0
2019;5;20;7;A1;BEMA;6;SPRU;0
2019;5;20;7;A1;BEMA;6;SUSP;0
2019;5;20;7;A2;BEMA;12;BEMA;2
2019;5;20;7;A2;BEMA;12;CETE;0
2019;5;20;7;A2;BEMA;12;CHFU;0
2019;5;20;7;A2;BEMA;12;CHMI;0
2019;5;20;7;A2;BEMA;12;COSQ;0
2019;5;20;7;A2;BEMA;12;FRPU;0
2019;5;20;7;A2;BEMA;12;HOMA;0
2019;5;20;7;A2;BEMA;12;LEMA;0
2019;5;20;7;A2;BEMA;12;LYTR;0
2019;5;20;7;A2;BEMA;12;MEEL;0
2019;5;20;7;A2;BEMA;12;MEPO;0
2019;5;20;7;A2;BEMA;12;MESU;0
2019;5;20;7;A2;BEMA;12;PAIN;0
2019;5;20;7;A2;BEMA;12;PLCO;0
2019;5;20;7;A2;BEMA;12;POMA;2
2019;5;20;7;A2;BEMA;12;POMO;0
2019;5;20;7;A2;BEMA;12;PUPA;0
2019;5;20;7;A2;BEMA;12;RAPE;0
2019;5;20;7;A2;BEMA;12;SASO;2
2019;5;20;7;A2;BEMA;12;SCLA;0
2019;5;20;7;A2;BEMA;12;SOAS;0
2019;5;20;7;A2;BEMA;12;SPRU;0
2019;5;20;7;A2;BEMA;12;SUSP;0
2019;5;20;7;A3;BEMA;30;BEMA;2
2019;5;20;7;A3;BEMA;30;CETE;0
2019;5;20;7;A3;BEMA;30;CHFU;0
2019;5;20;7;A3;BEMA;30;CHMI;0
2019;5;20;7;A3;BEMA;30;COSQ;0
2019;5;20;7;A3;BEMA;30;FRPU;0
2019;5;20;7;A3;BEMA;30;HOMA;0
2019;5;20;7;A3;BEMA;30;LEMA;0
2019;5;20;7;A3;BEMA;30;LYTR;0
2019;5;20;7;A3;BEMA;30;MEEL;0
2019;5;20;7;A3;BEMA;30;MEPO;0
2019;5;20;7;A3;BEMA;30;MESU;0
2019;5;20;7;A3;BEMA;30;PAIN;0
2019;5;20;7;A3;BEMA;30;PLCO;0
2019;5;20;7;A3;BEMA;30;POMA;5
2019;5;20;7;A3;BEMA;30;POMO;0
2019;5;20;7;A3;BEMA;30;PUPA;0
2019;5;20;7;A3;BEMA;30;RAPE;0
2019;5;20;7;A3;BEMA;30;SASO;0
2019;5;20;7;A3;BEMA;30;SCLA;0
2019;5;20;7;A3;BEMA;30;SOAS;0
2019;5;20;7;A3;BEMA;30;SPRU;0
2019;5;20;7;A3;BEMA;30;SUSP;0
2019;5;20;7;A4;BEMA;40;BEMA;0
2019;5;20;7;A4;BEMA;40;CETE;1
2019;5;20;7;A4;BEMA;40;CHFU;0
2019;5;20;7;A4;BEMA;40;CHMI;0
2019;5;20;7;A4;BEMA;40;COSQ;0
2019;5;20;7;A4;BEMA;40;FRPU;0
2019;5;20;7;A4;BEMA;40;HOMA;0
2019;5;20;7;A4;BEMA;40;LEMA;0
2019;5;20;7;A4;BEMA;40;LYTR;0
2019;5;20;7;A4;BEMA;40;MEEL;0
2019;5;20;7;A4;BEMA;40;MEPO;0
2019;5;20;7;A4;BEMA;40;MESU;1
2019;5;20;7;A4;BEMA;40;PAIN;0
2019;5;20;7;A4;BEMA;40;PLCO;0
2019;5;20;7;A4;BEMA;40;POMA;0
2019;5;20;7;A4;BEMA;40;POMO;0
2019;5;20;7;A4;BEMA;40;PUPA;0
2019;5;20;7;A4;BEMA;40;RAPE;0
2019;5;20;7;A4;BEMA;40;SASO;0
2019;5;20;7;A4;BEMA;40;SCLA;0
2019;5;20;7;A4;BEMA;40;SOAS;0
2019;5;20;7;A4;BEMA;40;SPRU;0
2019;5;20;7;A4;BEMA;40;SUSP;0
2019;5;20;7;A5;BEMA;20;BEMA;1
2019;5;20;7;A5;BEMA;20;CETE;0
2019;5;20;7;A5;BEMA;20;CHFU;0
2019;5;20;7;A5;BEMA;20;CHMI;0
2019;5;20;7;A5;BEMA;20;COSQ;0
2019;5;20;7;A5;BEMA;20;FRPU;0
2019;5;20;7;A5;BEMA;20;HOMA;0
2019;5;20;7;A5;BEMA;20;LEMA;0
2019;5;20;7;A5;BEMA;20;LYTR;0
2019;5;20;7;A5;BEMA;20;MEEL;0
2019;5;20;7;A5;BEMA;20;MEPO;0
2019;5;20;7;A5;BEMA;20;MESU;0
2019;5;20;7;A5;BEMA;20;PAIN;0
2019;5;20;7;A5;BEMA;20;PLCO;0
2019;5;20;7;A5;BEMA;20;POMA;0
2019;5;20;7;A5;BEMA;20;POMO;0
2019;5;20;7;A5;BEMA;20;PUPA;2
2019;5;20;7;A5;BEMA;20;RAPE;0
2019;5;20;7;A5;BEMA;20;SASO;2
2019;5;20;7;A5;BEMA;20;SCLA;0
2019;5;20;7;A5;BEMA;20;SOAS;0
2019;5;20;7;A5;BEMA;20;SPRU;0
2019;5;20;7;A5;BEMA;20;SUSP;0
2019;5;20;7;A6;BEMA;20;BEMA;0
2019;5;20;7;A6;BEMA;20;CETE;1
2019;5;20;7;A6;BEMA;20;CHFU;0
2019;5;20;7;A6;BEMA;20;CHMI;0
2019;5;20;7;A6;BEMA;20;COSQ;0
2019;5;20;7;A6;BEMA;20;FRPU;0
2019;5;20;7;A6;BEMA;20;HOMA;0
2019;5;20;7;A6;BEMA;20;LEMA;1
2019;5;20;7;A6;BEMA;20;LYTR;0
2019;5;20;7;A6;BEMA;20;MEEL;0
2019;5;20;7;A6;BEMA;20;MEPO;0
2019;5;20;7;A6;BEMA;20;MESU;1
2019;5;20;7;A6;BEMA;20;PAIN;0
2019;5;20;7;A6;BEMA;20;PLCO;0
2019;5;20;7;A6;BEMA;20;POMA;0
2019;5;20;7;A6;BEMA;20;POMO;0
2019;5;20;7;A6;BEMA;20;PUPA;0
2019;5;20;7;A6;BEMA;20;RAPE;0
2019;5;20;7;A6;BEMA;20;SASO;1
2019;5;20;7;A6;BEMA;20;SCLA;0
2019;5;20;7;A6;BEMA;20;SOAS;0
2019;5;20;7;A6;BEMA;20;SPRU;0
2019;5;20;7;A6;BEMA;20;SUSP;0
2019;5;20;7;B1;BEMA;15;BEMA;0
2019;5;20;7;B1;BEMA;15;CETE;0
2019;5;20;7;B1;BEMA;15;CHFU;0
2019;5;20;7;B1;BEMA;15;CHMI;0
2019;5;20;7;B1;BEMA;15;COSQ;0
2019;5;20;7;B1;BEMA;15;FRPU;0
2019;5;20;7;B1;BEMA;15;HOMA;0
2019;5;20;7;B1;BEMA;15;LEMA;0
2019;5;20;7;B1;BEMA;15;LYTR;0
2019;5;20;7;B1;BEMA;15;MEEL;0
2019;5;20;7;B1;BEMA;15;MEPO;0
2019;5;20;7;B1;BEMA;15;MESU;0
2019;5;20;7;B1;BEMA;15;PAIN;0
2019;5;20;7;B1;BEMA;15;PLCO;0
2019;5;20;7;B1;BEMA;15;POMA;0
2019;5;20;7;B1;BEMA;15;POMO;0
2019;5;20;7;B1;BEMA;15;PUPA;0
2019;5;20;7;B1;BEMA;15;RAPE;0
2019;5;20;7;B1;BEMA;15;SASO;2
2019;5;20;7;B1;BEMA;15;SCLA;0
2019;5;20;7;B1;BEMA;15;SOAS;0
2019;5;20;7;B1;BEMA;15;SPRU;1
2019;5;20;7;B1;BEMA;15;SUSP;0
2019;5;20;7;B2;BEMA;15;BEMA;1
2019;5;20;7;B2;BEMA;15;CETE;0
2019;5;20;7;B2;BEMA;15;CHFU;0
2019;5;20;7;B2;BEMA;15;CHMI;0
2019;5;20;7;B2;BEMA;15;COSQ;0
2019;5;20;7;B2;BEMA;15;FRPU;0
2019;5;20;7;B2;BEMA;15;HOMA;0
2019;5;20;7;B2;BEMA;15;LEMA;0
2019;5;20;7;B2;BEMA;15;LYTR;0
2019;5;20;7;B2;BEMA;15;MEEL;0
2019;5;20;7;B2;BEMA;15;MEPO;0
