node_id,module,layer_id,type,species,layer_name,Line
40,1,4,plant,7 D2 ME,ME,3
41,2,5,plant,7 D2 PUPA,PUPA,3
42,1,1,plant,7 D3 CHFU,CHFU,3
43,1,2,plant,7 D3 CHMI,CHMI,3
44,4,3,plant,7 D3 LEMA,LEMA,3
45,2,5,plant,7 D3 PUPA,PUPA,3
46,1,1,plant,7 D4 CHFU,CHFU,3
47,26,3,plant,7 D4 LEMA,LEMA,3
48,1,1,plant,7 D5 CHFU,CHFU,3
49,7,3,plant,7 D5 LEMA,LEMA,3
50,2,5,plant,7 D5 PUPA,PUPA,3
51,1,1,plant,7 D6 CHFU,CHFU,3
52,9,3,plant,7 D6 LEMA,LEMA,3
53,1,1,plant,7 E1 CHFU,CHFU,3
54,3,3,plant,7 E1 LEMA,LEMA,3
55,1,1,plant,7 E2 CHFU,CHFU,3
56,3,3,plant,7 E2 LEMA,LEMA,3
57,6,4,plant,7 E2 ME,ME,3
58,1,1,plant,7 E3 CHFU,CHFU,3
59,9,3,plant,7 E3 LEMA,LEMA,3
60,17,5,plant,7 E3 PUPA,PUPA,3
61,1,1,plant,7 E4 CHFU,CHFU,3
62,7,3,plant,7 E4 LEMA,LEMA,3
63,2,5,plant,7 E4 PUPA,PUPA,3
64,1,1,plant,7 E5 CHFU,CHFU,3
65,7,1,plant,7 E6 CHFU,CHFU,3
66,7,3,plant,7 E6 LEMA,LEMA,3
67,2,5,plant,7 E6 PUPA,PUPA,3
68,1,1,plant,7 F1 CHFU,CHFU,3
69,19,1,plant,7 F2 CHFU,CHFU,3
70,1,3,plant,7 F2 LEMA,LEMA,3
71,1,1,plant,7 F3 CHFU,CHFU,3
72,23,3,plant,7 F3 LEMA,LEMA,3
73,2,5,plant,7 F3 PUPA,PUPA,3
74,1,1,plant,7 F4 CHFU,CHFU,3
75,9,2,plant,7 F4 CHMI,CHMI,3
76,23,3,plant,7 F4 LEMA,LEMA,3
77,2,5,plant,7 F4 PUPA,PUPA,3
78,1,1,plant,7 F5 CHFU,CHFU,3
79,9,2,plant,7 F5 CHMI,CHMI,3
80,2,5,plant,7 F6 PUPA,PUPA,3
81,11,3,plant,8 A1 LEMA,LEMA,3
82,8,1,plant,8 A2 CHFU,CHFU,3
83,4,3,plant,8 A2 LEMA,LEMA,3
84,22,5,plant,8 A2 PUPA,PUPA,3
85,19,1,plant,8 A3 CHFU,CHFU,3
86,6,3,plant,8 A3 LEMA,LEMA,3
87,8,1,plant,8 A4 CHFU,CHFU,3
88,5,3,plant,8 A4 LEMA,LEMA,3
89,1,1,plant,8 A5 CHFU,CHFU,3
90,4,3,plant,8 A5 LEMA,LEMA,3
91,19,1,plant,8 A6 CHFU,CHFU,3
92,1,1,plant,8 B1 CHFU,CHFU,3
93,8,1,plant,8 B2 CHFU,CHFU,3
94,11,3,plant,8 B2 LEMA,LEMA,3
95,2,5,plant,8 B2 PUPA,PUPA,3
96,19,1,plant,8 B3 CHFU,CHFU,3
97,3,3,plant,8 B3 LEMA,LEMA,3
98,2,5,plant,8 B3 PUPA,PUPA,3
99,1,1,plant,8 B4 CHFU,CHFU,3
100,1,3,plant,8 B4 LEMA,LEMA,3
101,2,5,plant,8 B4 PUPA,PUPA,3
102,13,1,plant,8 B5 CHFU,CHFU,3
103,18,3,plant,8 B5 LEMA,LEMA,3
104,4,4,plant,8 B5 ME,ME,3
105,2,5,plant,8 B5 PUPA,PUPA,3
106,13,1,plant,8 B6 CHFU,CHFU,3
107,3,3,plant,8 B6 LEMA,LEMA,3
108,2,5,plant,8 B6 PUPA,PUPA,3
109,11,3,plant,8 C1 LEMA,LEMA,3
110,12,1,plant,8 C2 CHFU,CHFU,3
111,3,3,plant,8 C2 LEMA,LEMA,3
112,2,5,plant,8 C2 PUPA,PUPA,3
113,7,1,plant,8 C3 CHFU,CHFU,3
114,3,3,plant,8 C3 LEMA,LEMA,3
115,2,5,plant,8 C3 PUPA,PUPA,3
116,1,1,plant,8 C4 CHFU,CHFU,3
117,1,3,plant,8 C4 LEMA,LEMA,3
118,2,5,plant,8 C4 PUPA,PUPA,3
119,6,4,plant,8 C5 ME,ME,3
120,2,5,plant,8 C5 PUPA,PUPA,3
121,8,1,plant,8 C6 CHFU,CHFU,3
122,2,5,plant,8 C6 PUPA,PUPA,3
123,21,1,plant,8 D1 CHFU,CHFU,3
124,16,3,plant,8 D1 LEMA,LEMA,3
125,12,1,plant,8 D2 CHFU,CHFU,3
126,16,3,plant,8 D2 LEMA,LEMA,3
127,2,5,plant,8 D2 PUPA,PUPA,3
128,13,1,plant,8 D3 CHFU,CHFU,3
129,3,3,plant,8 D3 LEMA,LEMA,3
130,2,5,plant,8 D3 PUPA,PUPA,3
131,4,3,plant,8 D4 LEMA,LEMA,3
132,2,5,plant,8 D4 PUPA,PUPA,3
133,13,1,plant,8 D5 CHFU,CHFU,3
134,16,3,plant,8 D5 LEMA,LEMA,3
135,2,5,plant,8 D5 PUPA,PUPA,3
136,14,1,plant,8 D6 CHFU,CHFU,3
137,3,3,plant,8 D6 LEMA,LEMA,3
138,2,5,plant,8 D6 PUPA,PUPA,3
139,8,1,plant,8 E1 CHFU,CHFU,3
140,3,3,plant,8 E1 LEMA,LEMA,3
141,22,5,plant,8 E1 PUPA,PUPA,3
142,4,1,plant,8 E2 CHFU,CHFU,3
143,8,3,plant,8 E2 LEMA,LEMA,3
144,20,4,plant,8 E2 ME,ME,3
145,2,5,plant,8 E2 PUPA,PUPA,3
146,1,1,plant,8 E3 CHFU,CHFU,3
147,3,3,plant,8 E3 LEMA,LEMA,3
148,2,5,plant,8 E3 PUPA,PUPA,3
149,5,1,plant,8 E4 CHFU,CHFU,3
150,5,3,plant,8 E4 LEMA,LEMA,3
151,6,1,plant,8 E5 CHFU,CHFU,3
152,3,3,plant,8 E5 LEMA,LEMA,3
153,17,5,plant,8 E5 PUPA,PUPA,3
154,16,3,plant,8 E6 LEMA,LEMA,3
155,5,4,plant,8 E6 ME,ME,3
156,2,5,plant,8 E6 PUPA,PUPA,3
157,11,3,plant,8 F1 LEMA,LEMA,3
158,2,5,plant,8 F1 PUPA,PUPA,3
159,4,3,plant,8 F2 LEMA,LEMA,3
160,2,5,plant,8 F2 PUPA,PUPA,3
161,13,1,plant,8 F3 CHFU,CHFU,3
162,1,3,plant,8 F3 LEMA,LEMA,3
163,2,5,plant,8 F3 PUPA,PUPA,3
164,1,1,plant,8 F4 CHFU,CHFU,3
165,3,3,plant,8 F4 LEMA,LEMA,3
166,2,5,plant,8 F4 PUPA,PUPA,3
167,20,4,plant,8 F5 ME,ME,3
168,2,5,plant,8 F5 PUPA,PUPA,3
169,1,1,plant,8 F6 CHFU,CHFU,3
170,24,3,plant,8 F6 LEMA,LEMA,3
171,4,1,plant,9 A2 CHFU,CHFU,3
172,1,1,plant,9 A3 CHFU,CHFU,3
173,9,3,plant,9 A3 LEMA,LEMA,3
174,1,1,plant,9 A4 CHFU,CHFU,3
175,1,3,plant,9 A5 LEMA,LEMA,3
176,1,1,plant,9 A6 CHFU,CHFU,3
177,6,1,plant,9 B1 CHFU,CHFU,3
178,1,1,plant,9 B2 CHFU,CHFU,3
179,3,3,plant,9 B2 LEMA,LEMA,3
180,12,1,plant,9 B3 CHFU,CHFU,3
181,3,3,plant,9 B4 LEMA,LEMA,3
182,9,3,plant,9 B5 LEMA,LEMA,3
183,3,3,plant,9 B6 LEMA,LEMA,3
184,21,1,plant,9 C1 CHFU,CHFU,3
185,21,1,plant,9 C3 CHFU,CHFU,3
186,1,3,plant,9 C3 LEMA,LEMA,3
187,3,3,plant,9 C4 LEMA,LEMA,3
188,14,1,plant,9 C5 CHFU,CHFU,3
189,26,3,plant,9 C5 LEMA,LEMA,3
190,19,1,plant,9 C6 CHFU,CHFU,3
191,12,1,plant,9 D2 CHFU,CHFU,3
192,3,3,plant,9 D2 LEMA,LEMA,3
193,4,1,plant,9 D3 CHFU,CHFU,3
194,3,3,plant,9 D3 LEMA,LEMA,3
195,1,1,plant,9 D4 CHFU,CHFU,3
196,1,3,plant,9 D5 LEMA,LEMA,3
197,3,4,plant,9 D5 ME,ME,3
198,3,3,plant,9 D6 LEMA,LEMA,3
199,1,4,plant,9 D6 ME,ME,3
200,1,1,plant,9 E1 CHFU,CHFU,3
201,3,3,plant,9 E1 LEMA,LEMA,3
202,11,3,plant,9 E2 LEMA,LEMA,3
203,15,1,plant,9 E3 CHFU,CHFU,3
204,15,3,plant,9 E3 LEMA,LEMA,3
205,6,4,plant,9 E3 ME,ME,3
206,14,1,plant,9 E4 CHFU,CHFU,3
207,10,3,plant,9 E4 LEMA,LEMA,3
208,5,1,plant,9 E5 CHFU,CHFU,3
209,3,3,plant,9 E5 LEMA,LEMA,3
210,28,3,plant,9 E6 LEMA,LEMA,3
211,6,4,plant,9 E6 ME,ME,3
212,1,1,plant,9 F1 CHFU,CHFU,3
213,1,3,plant,9 F1 LEMA,LEMA,3
214,3,3,plant,9 F2 LEMA,LEMA,3
215,1,1,plant,9 F4 CHFU,CHFU,3
216,6,4,plant,9 F4 ME,ME,3
217,1,1,plant,9 F5 CHFU,CHFU,3
218,3,3,plant,9 F5 LEMA,LEMA,3
219,1,1,plant,9 F6 CHFU,CHFU,3
220,11,3,plant,9 F6 LEMA,LEMA,3
221,5,1,pollinator,Andrena_cinerea,CHFU,3
221,5,3,pollinator,Andrena_cinerea,LEMA,3
221,5,4,pollinator,Andrena_cinerea,ME,3
221,17,5,pollinator,Andrena_cinerea,PUPA,3
222,28,3,pollinator,Anthaxia_semicuprea,LEMA,3
223,2,5,pollinator,Bombyliidae,PUPA,3
224,12,1,pollinator,Bruchidae,CHFU,3
225,13,1,pollinator,Calliphoridae,CHFU,3
226,20,4,pollinator,Cantharidae,ME,3
226,2,5,pollinator,Cantharidae,PUPA,3
227,23,3,pollinator,Coleoptera,LEMA,3
228,25,5,pollinator,Colias_croceus,PUPA,3
229,23,3,pollinator,Curculionidae,LEMA,3
230,1,1,pollinator,Dilophus_sp.,CHFU,3
230,1,2,pollinator,Dilophus_sp.,CHMI,3
230,1,3,pollinator,Dilophus_sp.,LEMA,3
230,1,4,pollinator,Dilophus_sp.,ME,3
230,1,5,pollinator,Dilophus_sp.,PUPA,3
231,8,1,pollinator,Diptera,CHFU,3
231,8,3,pollinator,Diptera,LEMA,3
232,13,1,pollinator,Empididae,CHFU,3
233,21,1,pollinator,Episyrphus_balteatus,CHFU,3
234,22,5,pollinator,Eristalis_sp.,PUPA,3
235,10,3,pollinator,Eucera_sp.,LEMA,3
235,2,5,pollinator,Eucera_sp.,PUPA,3
236,14,1,pollinator,Eupeodes_corollae,CHFU,3
236,14,3,pollinator,Eupeodes_corollae,LEMA,3
237,26,3,pollinator,Lagorina_sericea,LEMA,3
238,2,5,pollinator,Lasiocampa_trifolii,PUPA,3
239,12,1,pollinator,Lomatia_sp.,CHFU,3
240,18,3,pollinator,Malachius_bipustulatus,LEMA,3
241,26,3,pollinator,Melanostoma_sp.,LEMA,3
242,11,3,pollinator,Meligethes_sp.,LEMA,3
242,11,5,pollinator,Meligethes_sp.,PUPA,3
243,15,1,pollinator,Melyridae,CHFU,3
243,15,3,pollinator,Melyridae,LEMA,3
244,9,2,pollinator,Mordellidae,CHMI,3
244,9,3,pollinator,Mordellidae,LEMA,3
245,6,1,pollinator,Musca_sp.,CHFU,3
245,6,3,pollinator,Musca_sp.,LEMA,3
245,6,4,pollinator,Musca_sp.,ME,3
245,2,5,pollinator,Musca_sp.,PUPA,3
246,24,3,pollinator,Nemotelus_sp.,LEMA,3
247,7,1,pollinator,Odontomyia_sp.,CHFU,3
247,7,3,pollinator,Odontomyia_sp.,LEMA,3
247,7,4,pollinator,Odontomyia_sp.,ME,3
248,16,3,pollinator,Oedemeridae,LEMA,3
249,3,2,pollinator,Psilothrix_viridicoerulea,CHMI,3
249,3,3,pollinator,Psilothrix_viridicoerulea,LEMA,3
249,3,4,pollinator,Psilothrix_viridicoerulea,ME,3
249,3,5,pollinator,Psilothrix_viridicoerulea,PUPA,3
250,19,1,pollinator,Scaeva_sp.,CHFU,3
251,4,1,pollinator,Sphaerophoria_scripta,CHFU,3
251,4,3,pollinator,Sphaerophoria_scripta,LEMA,3
251,4,4,pollinator,Sphaerophoria_scripta,ME,3
252,2,5,pollinator,Thymelicus_sp.,PUPA,3
253,27,1,pollinator,Ulidiidae,CHFU,3
